t,left_ankle_joint
5.115000,0.598470297
5.117500,0.599301868
5.120000,0.599595510
5.122500,0.599624216
5.125000,0.599644207
5.127500,0.599662507
5.130000,0.599679679
5.132500,0.599695786
5.135000,0.599710848
5.137500,0.599724884
5.140000,0.599737910
5.142500,0.599749943
5.145000,0.599760997
5.147500,0.599771087
5.150000,0.599780226
5.152500,0.599788428
5.155000,0.599795704
5.157500,0.599802066
5.160000,0.599807523
5.162500,0.599812086
5.165000,0.599815764
5.167500,0.599818564
5.170000,0.599820495
5.172500,0.599821564
5.175000,0.599821775
5.177500,0.599821137
5.180000,0.599819652
5.182500,0.599817325
5.185000,0.599814160
5.187500,0.599810160
5.190000,0.599805327
5.192500,0.599464621
5.195000,0.599456175
5.197500,0.600000000
5.200000,0.599879516
5.202500,0.599444442
5.205000,0.599848107
5.207500,0.600000000
5.210000,0.600000000
5.212500,0.600000000
5.215000,0.599359335
5.217500,0.599520001
5.220000,0.599611917
5.222500,0.599642030
5.225000,0.599612569
5.227500,0.599524387
5.230000,0.599377950
5.232500,0.599312626
5.235000,0.599148660
5.237500,0.598963637
5.240000,0.598823103
5.242500,0.598627362
5.245000,0.598368443
5.247500,0.598046320
5.250000,0.597661658
5.252500,0.597215190
5.255000,0.596707657
5.257500,0.596139807
5.260000,0.595512392
5.262500,0.594826174
5.265000,0.594081922
5.267500,0.593280412
5.270000,0.592422435
5.272500,0.591508789
5.275000,0.590540290
5.277500,0.589517764
5.280000,0.588442056
5.282500,0.587314029
5.285000,0.586134565
5.287500,0.584904569
5.290000,0.583624968
5.292500,0.582296716
5.295000,0.580920798
5.297500,0.579498226
5.300000,0.578030047
5.302500,0.576517347
5.305000,0.574961247
5.307500,0.573362914
5.310000,0.571723558
5.312500,0.570044438
5.315000,0.568326867
5.317500,0.566572212
5.320000,0.564781900
5.322500,0.562957421
5.325000,0.561140854
5.327500,0.559394404
5.330000,0.557516539
5.332500,0.555747809
5.335000,0.553948339
5.337500,0.552116171
5.340000,0.550253492
5.342500,0.548362697
5.345000,0.546446275
5.347500,0.544506806
5.350000,0.542546974
5.352500,0.540569565
5.355000,0.538577476
5.357500,0.536573715
5.360000,0.534561410
5.362500,0.532543809
5.365000,0.530524285
5.367500,0.528506343
5.370000,0.526493616
5.372500,0.524489876
5.375000,0.522499032
5.377500,0.520525137
5.380000,0.518572391
5.382500,0.516645146
5.385000,0.514747913
5.387500,0.512885371
5.390000,0.511062382
5.392500,0.509284005
5.395000,0.507555526
5.397500,0.505882500
5.400000,0.504270804
5.402500,0.502726742
5.405000,0.501257190
5.407500,0.499869867
5.410000,0.498573837
5.412500,0.497380596
5.415000,0.496307220
5.417500,0.495383598
5.420000,0.494488332
5.422500,0.493561683
5.425000,0.492602205
5.427500,0.491610513
5.430000,0.490587299
5.432500,0.489533264
5.435000,0.488449116
5.437500,0.487335569
5.440000,0.486193349
5.442500,0.485023189
5.445000,0.483825831
5.447500,0.482602028
5.450000,0.481352546
5.452500,0.480078162
5.455000,0.478779665
5.457500,0.477457859
5.460000,0.476113563
5.462500,0.474747609
5.465000,0.473360847
5.467500,0.471954143
5.470000,0.470528382
5.472500,0.469084467
5.475000,0.467623320
5.477500,0.466145883
5.480000,0.464653120
5.482500,0.463146016
5.485000,0.461625579
5.487500,0.460092839
5.490000,0.458548851
5.492500,0.456994696
5.495000,0.455431477
5.497500,0.453860326
5.500000,0.452282398
5.502500,0.450698877
5.505000,0.449110973
5.507500,0.447519925
5.510000,0.445926996
5.512500,0.444333480
5.515000,0.442740696
5.517500,0.441149991
5.520000,0.439562741
5.522500,0.437980346
5.525000,0.436404233
5.527500,0.434835854
5.530000,0.433276687
5.532500,0.431728231
5.535000,0.430192010
5.537500,0.428669567
5.540000,0.427162466
5.542500,0.425672286
5.545000,0.424200625
5.547500,0.422749092
5.550000,0.421319308
5.552500,0.419912905
5.555000,0.418531517
5.557500,0.417176786
5.560000,0.415978337
5.562500,0.414584322
5.565000,0.413439393
5.567500,0.412244203
5.570000,0.411073289
5.572500,0.409936968
5.575000,0.408837821
5.577500,0.407777464
5.580000,0.406757368
5.582500,0.405778959
5.585000,0.404843626
5.587500,0.403952714
5.590000,0.403107527
5.592500,0.402309318
5.595000,0.401559291
5.597500,0.400858591
5.600000,0.400208306
5.602500,0.399609460
5.605000,0.399063011
5.607500,0.398569846
5.610000,0.398130782
5.612500,0.397746557
5.615000,0.397520403
5.617500,0.397292112
5.620000,0.397098910
5.622500,0.396954020
5.625000,0.396954020
5.627500,0.396954020
5.630000,0.396954020
5.632500,0.397024386
5.635000,0.397152148
5.637500,0.397336397
5.640000,0.397576573
5.642500,0.397872246
5.645000,0.398222995
5.647500,0.398628355
5.650000,0.399230509
5.652500,0.399634323
5.655000,0.400331105
5.657500,0.400966194
5.660000,0.401640658
5.662500,0.402365816
5.665000,0.403142150
5.667500,0.403968758
5.670000,0.404844517
5.672500,0.405768224
5.675000,0.406738620
5.677500,0.407754394
5.680000,0.408814187
5.682500,0.409916597
5.685000,0.411060182
5.687500,0.412243464
5.690000,0.413464934
5.692500,0.414723052
5.695000,0.416016256
5.697500,0.417342960
5.700000,0.418701564
5.702500,0.420090451
5.705000,0.421507995
5.707500,0.422952563
5.710000,0.424422518
5.712500,0.425916222
5.715000,0.427432039
5.717500,0.428968338
5.720000,0.430523495
5.722500,0.432095899
5.725000,0.433683948
5.727500,0.435286057
5.730000,0.436900659
5.732500,0.438526202
5.735000,0.440161160
5.737500,0.441804027
5.740000,0.443453320
5.742500,0.445107584
5.745000,0.446765390
5.747500,0.448425337
5.750000,0.450086053
5.752500,0.451908575
5.755000,0.453452122
5.757500,0.455253647
5.760000,0.456789190
5.762500,0.458577644
5.765000,0.460249053
5.767500,0.461907004
5.770000,0.463554099
5.772500,0.465189423
5.775000,0.466811968
5.777500,0.468420758
5.780000,0.470014850
5.782500,0.471593338
5.785000,0.473155352
5.787500,0.474700054
5.790000,0.476226645
5.792500,0.477734357
5.795000,0.479222459
5.797500,0.480690251
5.800000,0.482137070
5.802500,0.483562284
5.805000,0.484965294
5.807500,0.486345533
5.810000,0.487702467
5.812500,0.489035592
5.815000,0.490344437
5.817500,0.491628559
5.820000,0.492887548
5.822500,0.494121020
5.825000,0.495328624
5.827500,0.496510034
5.830000,0.497664954
5.832500,0.498793118
5.835000,0.499950941
5.837500,0.501264663
5.840000,0.502709784
5.842500,0.504269104
5.845000,0.505931147
5.847500,0.507686975
5.850000,0.509528996
5.852500,0.511450425
5.855000,0.513445004
5.857500,0.515506847
5.860000,0.517630336
5.862500,0.519810072
5.865000,0.522040826
5.867500,0.524317525
5.870000,0.526635230
5.872500,0.528989134
5.875000,0.531374552
5.877500,0.533786925
5.880000,0.536221814
5.882500,0.538674909
5.885000,0.541142022
5.887500,0.543619097
5.890000,0.546102206
5.892500,0.548587557
5.895000,0.551071490
5.897500,0.553550484
5.900000,0.556021151
5.902500,0.558480246
5.905000,0.560924659
5.907500,0.563351418
5.910000,0.565757689
5.912500,0.568140775
5.915000,0.570498112
5.917500,0.572827270
5.920000,0.575125949
5.922500,0.577391978
5.925000,0.579623311
5.927500,0.581818025
5.930000,0.583974316
5.932500,0.586090497
5.935000,0.588164991
5.937500,0.590196333
5.940000,0.592183161
5.942500,0.594124215
5.945000,0.596018333
5.947500,0.597864446
5.950000,0.599661575
5.952500,0.599598311
5.955000,0.599618281
5.957500,0.599637938
5.960000,0.599656549
5.962500,0.599674076
5.965000,0.599690534
5.967500,0.599705942
5.970000,0.599720318
5.972500,0.599733679
5.975000,0.599746041
5.977500,0.599757420
5.980000,0.599767830
5.982500,0.599777285
5.985000,0.599785798
5.987500,0.599793381
5.990000,0.599800046
5.992500,0.599805804
5.995000,0.599810664
5.997500,0.599814636
6.000000,0.599817728
6.002500,0.599819948
6.005000,0.599821303
6.007500,0.599821800
6.010000,0.599821444
6.012500,0.599820240
6.015000,0.599818194
6.017500,0.599815308
6.020000,0.599811586
6.022500,0.599807030
6.025000,0.599801643
6.027500,0.599460861
6.030000,0.599451905
6.032500,0.600000000
6.035000,0.599856749
6.037500,0.600000000
6.040000,0.599463485
6.042500,0.599811896
6.045000,0.599811896
6.047500,0.599811896
6.050000,0.599904884
6.052500,0.599987349
6.055000,0.600000000
6.057500,0.599254513
6.060000,0.599209249
6.062500,0.599092283
6.065000,0.599063329
6.067500,0.598919189
6.070000,0.598766336
6.072500,0.598653838
6.075000,0.598485425
6.077500,0.598253431
6.080000,0.597957857
6.082500,0.597599373
6.085000,0.597178712
6.087500,0.596696618
6.090000,0.596153837
6.092500,0.595551123
6.095000,0.594889237
6.097500,0.594168947
6.100000,0.593391030
6.102500,0.592556273
6.105000,0.591665475
6.107500,0.590719447
6.110000,0.589719013
6.112500,0.588665015
6.115000,0.587558311
6.117500,0.586399778
6.120000,0.585190315
6.122500,0.583930844
6.125000,0.582622311
6.127500,0.581265693
6.130000,0.579861992
6.132500,0.578412249
6.135000,0.576917534
6.137500,0.575378960
6.140000,0.573797680
6.142500,0.572174890
6.145000,0.570511834
6.147500,0.568809809
6.150000,0.567070164
6.152500,0.565294307
6.155000,0.563483708
6.157500,0.561682836
6.160000,0.559948214
6.162500,0.558084538
6.165000,0.556290986
6.167500,0.554357884
6.170000,0.552540590
6.172500,0.550696106
6.175000,0.548822487
6.177500,0.546922072
6.180000,0.544997418
6.182500,0.543051187
6.185000,0.541086140
6.187500,0.539105148
6.190000,0.537111193
6.192500,0.535107371
6.195000,0.533096901
6.197500,0.531083123
6.200000,0.529069506
6.202500,0.527059650
6.205000,0.525057288
6.207500,0.523066292
6.210000,0.521090674
6.212500,0.519134593
6.215000,0.517202356
6.217500,0.515298429
6.220000,0.513427440
6.222500,0.511594194
6.225000,0.509803690
6.227500,0.508061142
6.230000,0.506372013
6.232500,0.504742073
6.235000,0.503177474
6.237500,0.501684885
6.240000,0.500271709
6.242500,0.498946487
6.245000,0.497719718
6.247500,0.496605970
6.250000,0.495633771
6.252500,0.494749590
6.255000,0.493835829
6.257500,0.492889005
6.260000,0.491909662
6.262500,0.490898491
6.265000,0.489856194
6.267500,0.488783479
6.270000,0.487681063
6.272500,0.486549669
6.275000,0.485390029
6.277500,0.484202886
6.280000,0.482988992
6.282500,0.481749110
6.285000,0.480484015
6.287500,0.479194494
6.290000,0.477881350
6.292500,0.476545396
6.295000,0.475187463
6.297500,0.473808397
6.300000,0.472409060
6.302500,0.470990331
6.305000,0.469553110
6.307500,0.468098314
6.310000,0.466626879
6.312500,0.465139762
6.315000,0.463637944
6.317500,0.462122426
6.320000,0.460594232
6.322500,0.459054410
6.325000,0.457504033
6.327500,0.455944197
6.330000,0.454376026
6.332500,0.452800668
6.335000,0.451219299
6.337500,0.449633121
6.340000,0.448043363
6.342500,0.446451282
6.345000,0.444858162
6.347500,0.443265315
6.350000,0.441674080
6.352500,0.440085822
6.355000,0.438501935
6.357500,0.436923837
6.360000,0.435352974
6.362500,0.433790814
6.365000,0.432238852
6.367500,0.430698602
6.370000,0.429171604
6.372500,0.427659412
6.375000,0.426163604
6.377500,0.424685771
6.380000,0.423227520
6.382500,0.421790467
6.385000,0.420376242
6.387500,0.418986480
6.390000,0.417622819
6.392500,0.416415328
6.395000,0.415010538
6.397500,0.413855587
6.400000,0.412649156
6.402500,0.411466415
6.405000,0.410317761
6.407500,0.409205788
6.410000,0.408132119
6.412500,0.407098238
6.415000,0.406105581
6.417500,0.405155548
6.420000,0.404249500
6.422500,0.403388754
6.425000,0.402574580
6.427500,0.401808200
6.430000,0.401090778
6.432500,0.400423420
6.435000,0.399807173
6.437500,0.399243017
6.440000,0.398731862
6.442500,0.398274549
6.445000,0.397871843
6.447500,0.397631976
6.450000,0.397386818
6.452500,0.397175565
6.455000,0.397012143
6.457500,0.396901626
6.460000,0.396901626
6.462500,0.396901626
6.465000,0.396966065
6.467500,0.397079884
6.470000,0.397247411
6.472500,0.397469942
6.475000,0.397747715
6.477500,0.398080564
6.480000,0.398468128
6.482500,0.398909931
6.485000,0.399561425
6.487500,0.399993028
6.490000,0.400734232
6.492500,0.401406035
6.495000,0.402115743
6.497500,0.402875370
6.500000,0.403685440
6.502500,0.404545023
6.505000,0.405452957
6.507500,0.406408002
6.510000,0.407408865
6.512500,0.408454202
6.515000,0.409542626
6.517500,0.410672708
6.520000,0.411842982
6.522500,0.413051947
6.525000,0.414298075
6.527500,0.415579809
6.530000,0.416895573
6.532500,0.418243770
6.535000,0.419622789
6.537500,0.421031006
6.540000,0.422466791
6.542500,0.423928507
6.545000,0.425414517
6.547500,0.426923183
6.550000,0.428452872
6.552500,0.430001959
6.555000,0.431568828
6.557500,0.433151872
6.560000,0.434749502
6.562500,0.436360144
6.565000,0.437982242
6.567500,0.439614259
6.570000,0.441254684
6.572500,0.442902026
6.575000,0.444554820
6.577500,0.446211628
6.580000,0.447871040
6.582500,0.449531674
6.585000,0.451192178
6.587500,0.453013282
6.590000,0.454555166
6.592500,0.456353446
6.595000,0.458035470
6.597500,0.459705508
6.600000,0.461366164
6.602500,0.463016476
6.605000,0.464655389
6.607500,0.466281878
6.610000,0.467894952
6.612500,0.469493657
6.615000,0.471077075
6.617500,0.472644320
6.620000,0.474194545
6.622500,0.475726937
6.625000,0.477240717
6.627500,0.478735139
6.630000,0.480209496
6.632500,0.481663108
6.635000,0.483095334
6.637500,0.484505564
6.640000,0.485893219
6.642500,0.487257754
6.645000,0.488598654
6.647500,0.489915438
6.650000,0.491207652
6.652500,0.492474874
6.655000,0.493716713
6.657500,0.494932804
6.660000,0.496122815
6.662500,0.497286439
6.665000,0.498423399
6.667500,0.499549718
6.670000,0.500814089
6.672500,0.502217652
6.675000,0.503740242
6.677500,0.505369010
6.680000,0.507094360
6.682500,0.508908330
6.685000,0.510803906
6.687500,0.512774675
6.690000,0.514814639
6.692500,0.516918102
6.695000,0.519079594
6.697500,0.521293833
6.700000,0.523555696
6.702500,0.525860199
6.705000,0.528202493
6.707500,0.530577853
6.710000,0.532981676
6.712500,0.535409484
6.715000,0.537856923
6.717500,0.540319765
6.720000,0.542793908
6.722500,0.545275383
6.725000,0.547760350
6.727500,0.550245107
6.730000,0.552726084
6.732500,0.555199851
6.735000,0.557663114
6.737500,0.560112718
6.740000,0.562545645
6.742500,0.564959015
6.745000,0.567350085
6.747500,0.569716247
6.750000,0.572055027
6.752500,0.574364082
6.755000,0.576641197
6.757500,0.578884286
6.760000,0.581091385
6.762500,0.583260649
6.765000,0.585390355
6.767500,0.587478887
6.770000,0.589524746
6.772500,0.591526533
6.775000,0.593482957
6.777500,0.595392822
6.780000,0.597255029
6.782500,0.599068570
6.785000,0.599563063
6.787500,0.599609269
6.790000,0.599631318
6.792500,0.599650452
6.795000,0.599668352
6.797500,0.599685165
6.800000,0.599700922
6.802500,0.599715640
6.805000,0.599729337
6.807500,0.599742031
6.810000,0.599753735
6.812500,0.599764467
6.815000,0.599774238
6.817500,0.599783064
6.820000,0.599790956
6.822500,0.599797926
6.825000,0.599803985
6.827500,0.599809143
6.830000,0.599813410
6.832500,0.599816794
6.835000,0.599819304
6.837500,0.599820947
6.840000,0.599821729
6.842500,0.599821657
6.845000,0.599820735
6.847500,0.599818969
6.850000,0.599816363
6.852500,0.599812919
6.855000,0.599808641
6.857500,0.599803531
6.860000,0.599462757
6.862500,0.599454056
6.865000,0.600000000
6.867500,0.599868178
6.870000,0.599441816
6.872500,0.599831148
6.875000,0.600000000
6.877500,0.600000000
6.880000,0.600000000
6.882500,0.599335042
6.885000,0.599469449
6.887500,0.599540591
6.890000,0.599551591
6.892500,0.599503564
6.895000,0.599397042
6.897500,0.599232399
6.900000,0.599143933
6.902500,0.598965816
6.905000,0.598759443
6.907500,0.598601335
6.910000,0.598388484
6.912500,0.598112627
6.915000,0.597773715
6.917500,0.597372416
6.920000,0.596909465
6.922500,0.596385606
6.925000,0.595801590
6.927500,0.595158176
6.930000,0.594456128
6.932500,0.593696220
6.935000,0.592879235
6.937500,0.592005966
6.940000,0.591077219
6.942500,0.590093816
6.945000,0.589056590
6.947500,0.587966393
6.950000,0.586824096
6.952500,0.585630589
6.955000,0.584386786
6.957500,0.583093625
6.960000,0.581752071
6.962500,0.580363118
6.965000,0.578927793
6.967500,0.577447154
6.970000,0.575922302
6.972500,0.574354372
6.975000,0.572744548
6.977500,0.571094057
6.980000,0.569404176
6.982500,0.567676238
6.985000,0.565911628
6.987500,0.564111798
6.990000,0.562278258
6.992500,0.560452705
6.995000,0.558698916
6.997500,0.556813157
7.000000,0.555037716
7.002500,0.553232087
7.005000,0.551394317
7.007500,0.549526629
7.010000,0.547631455
7.012500,0.545711318
7.015000,0.543768841
7.017500,0.541806748
7.020000,0.539827866
7.022500,0.537835136
7.025000,0.535831612
7.027500,0.533820465
7.030000,0.531804991
7.032500,0.529788613
7.035000,0.527774881
7.037500,0.525767480
7.040000,0.523770233
7.042500,0.521787100
7.045000,0.519822187
7.047500,0.517879748
7.050000,0.515964193
7.052500,0.514080090
7.055000,0.512232182
7.057500,0.510425398
7.060000,0.508664873
7.062500,0.506955981
7.065000,0.505304379
7.067500,0.503716079
7.070000,0.502197554
7.072500,0.500755929
7.075000,0.499399300
7.077500,0.498137373
7.080000,0.496982952
7.082500,0.495957025
7.085000,0.495065053
7.087500,0.494161055
7.090000,0.493224426
7.092500,0.492255102
7.095000,0.491253752
7.097500,0.490221072
7.100000,0.489157767
7.102500,0.488064549
7.105000,0.486942139
7.107500,0.485791264
7.110000,0.484612662
7.112500,0.483407081
7.115000,0.482175280
7.117500,0.480918028
7.120000,0.479636108
7.122500,0.478330315
7.125000,0.477001459
7.127500,0.475650364
7.130000,0.474277870
7.132500,0.472884833
7.135000,0.471472126
7.137500,0.470040640
7.140000,0.468591286
7.142500,0.467124992
7.145000,0.465642710
7.147500,0.464145410
7.150000,0.462634087
7.152500,0.461109755
7.155000,0.459573455
7.157500,0.458026250
7.160000,0.456469229
7.162500,0.454903506
7.165000,0.453330219
7.167500,0.451750536
7.170000,0.450165649
7.172500,0.448576777
7.175000,0.446985169
7.177500,0.445392098
7.180000,0.443798868
7.182500,0.442206806
7.185000,0.440617270
7.187500,0.439031645
7.190000,0.437451339
7.192500,0.435877789
7.195000,0.434312456
7.197500,0.432756824
7.200000,0.431212404
7.202500,0.429680723
7.205000,0.428163334
7.207500,0.426661805
7.210000,0.425177724
7.212500,0.423712690
7.215000,0.422268319
7.217500,0.420846236
7.220000,0.419448073
7.222500,0.418075468
7.225000,0.416730062
7.227500,0.415540955
7.230000,0.414158105
7.232500,0.413023484
7.235000,0.411839828
7.237500,0.410681027
7.240000,0.409557321
7.242500,0.408471276
7.245000,0.407424496
7.247500,0.406418445
7.250000,0.405454537
7.252500,0.404534146
7.255000,0.403658606
7.257500,0.402829204
7.260000,0.402047177
7.262500,0.401313711
7.265000,0.400629933
7.267500,0.399996909
7.270000,0.399415642
7.272500,0.398887068
7.275000,0.398412050
7.277500,0.397991380
7.280000,0.397738059
7.282500,0.397476292
7.285000,0.397247235
7.287500,0.397065517
7.290000,0.396936475
7.292500,0.396936475
7.295000,0.396936475
7.297500,0.396936475
7.300000,0.397060320
7.302500,0.397218591
7.305000,0.397425368
7.307500,0.397685237
7.310000,0.397999535
7.312500,0.398368438
7.315000,0.398791673
7.317500,0.399417715
7.320000,0.399835043
7.322500,0.400553282
7.325000,0.401205991
7.327500,0.401897371
7.330000,0.402639090
7.332500,0.403431649
7.335000,0.404274132
7.337500,0.405165393
7.340000,0.406104211
7.342500,0.407089309
7.345000,0.408119357
7.347500,0.409192982
7.350000,0.410308767
7.352500,0.411465257
7.355000,0.412660962
7.357500,0.413894362
7.360000,0.415163908
7.362500,0.416468028
7.365000,0.417805133
7.367500,0.419173614
7.370000,0.420571852
7.372500,0.421998216
7.375000,0.423451071
7.377500,0.424928780
7.380000,0.426429703
7.382500,0.427952207
7.385000,0.429494661
7.387500,0.431055445
7.390000,0.432632951
7.392500,0.434225582
7.395000,0.435831757
7.397500,0.437449914
7.400000,0.439078511
7.402500,0.440716026
7.405000,0.442360960
7.407500,0.444011841
7.410000,0.445667220
7.412500,0.447325679
7.415000,0.448985824
7.417500,0.450646294
7.420000,0.452467871
7.422500,0.454010454
7.425000,0.455810140
7.427500,0.457493840
7.430000,0.459165963
7.432500,0.460829110
7.435000,0.462482309
7.437500,0.464124489
7.440000,0.465754612
7.442500,0.467371676
7.445000,0.468974711
7.447500,0.470562786
7.450000,0.472135004
7.452500,0.473690504
7.455000,0.475228460
7.457500,0.476748080
7.460000,0.478248608
7.462500,0.479729321
7.465000,0.481189530
7.467500,0.482628581
7.470000,0.484045852
7.472500,0.485440753
7.475000,0.486812727
7.477500,0.488161249
7.480000,0.489485825
7.482500,0.490785992
7.485000,0.492061317
7.487500,0.493311398
7.490000,0.494535861
7.492500,0.495734362
7.495000,0.496906586
7.497500,0.498052245
7.500000,0.499171079
7.502500,0.500380386
7.505000,0.501740044
7.507500,0.503224448
7.510000,0.504818831
7.512500,0.506512772
7.515000,0.508297865
7.517500,0.510166828
7.520000,0.512113077
7.522500,0.514130489
7.525000,0.516213277
7.527500,0.518355899
7.530000,0.520553017
7.532500,0.522799455
7.535000,0.525090184
7.537500,0.527420312
7.540000,0.529785070
7.542500,0.532179817
7.545000,0.534600032
7.547500,0.537041319
7.550000,0.539499407
7.552500,0.541970154
7.555000,0.544449543
7.557500,0.546933693
7.560000,0.549418855
7.562500,0.551901415
7.565000,0.554377896
7.567500,0.556844957
7.570000,0.559299398
7.572500,0.561738155
7.575000,0.564158302
7.577500,0.566557051
7.580000,0.568931748
7.582500,0.571279875
7.585000,0.573599044
7.587500,0.575887000
7.590000,0.578141613
7.592500,0.580360879
7.595000,0.582542913
7.597500,0.584685952
7.600000,0.586788345
7.602500,0.588848554
7.605000,0.590865147
7.607500,0.592836797
7.610000,0.594762278
7.612500,0.596640457
7.615000,0.598470297
7.617500,0.599301868
7.620000,0.599595510
7.622500,0.599624216
7.625000,0.599644207
7.627500,0.599662507
7.630000,0.599679679
7.632500,0.599695786
7.635000,0.599710848
7.637500,0.599724884
7.640000,0.599737910
7.642500,0.599749943
7.645000,0.599760997
7.647500,0.599771087
7.650000,0.599780226
7.652500,0.599788428
7.655000,0.599795704
7.657500,0.599802066
7.660000,0.599807523
7.662500,0.599812086
7.665000,0.599815764
7.667500,0.599818564
7.670000,0.599820495
7.672500,0.599821564
7.675000,0.599821775
7.677500,0.599821137
7.680000,0.599819652
7.682500,0.599817325
7.685000,0.599814160
7.687500,0.599810160
7.690000,0.599805327
7.692500,0.599464621
7.695000,0.599456175
7.697500,0.600000000
7.700000,0.599879516
7.702500,0.599444442
7.705000,0.599848107
7.707500,0.600000000
7.710000,0.600000000
7.712500,0.600000000
7.715000,0.599359335
7.717500,0.599520001
7.720000,0.599611917
7.722500,0.599642030
7.725000,0.599612569
7.727500,0.599524387
7.730000,0.599377950
7.732500,0.599312626
7.735000,0.599148660
7.737500,0.598963637
7.740000,0.598823103
7.742500,0.598627362
7.745000,0.598368443
7.747500,0.598046320
7.750000,0.597661658
7.752500,0.597215190
7.755000,0.596707657
7.757500,0.596139807
7.760000,0.595512392
7.762500,0.594826174
7.765000,0.594081922
7.767500,0.593280412
7.770000,0.592422435
7.772500,0.591508789
7.775000,0.590540290
7.777500,0.589517764
7.780000,0.588442056
7.782500,0.587314029
7.785000,0.586134565
7.787500,0.584904569
7.790000,0.583624968
7.792500,0.582296716
7.795000,0.580920798
7.797500,0.579498226
7.800000,0.578030047
7.802500,0.576517347
7.805000,0.574961247
7.807500,0.573362914
7.810000,0.571723558
7.812500,0.570044438
7.815000,0.568326867
7.817500,0.566572212
7.820000,0.564781900
7.822500,0.562957421
7.825000,0.561140854
7.827500,0.559394404
7.830000,0.557516539
7.832500,0.555747809
7.835000,0.553948339
7.837500,0.552116171
7.840000,0.550253492
7.842500,0.548362697
7.845000,0.546446275
7.847500,0.544506806
7.850000,0.542546974
7.852500,0.540569565
7.855000,0.538577476
7.857500,0.536573715
7.860000,0.534561410
7.862500,0.532543809
7.865000,0.530524285
7.867500,0.528506343
7.870000,0.526493616
7.872500,0.524489876
7.875000,0.522499032
7.877500,0.520525137
7.880000,0.518572391
7.882500,0.516645146
7.885000,0.514747913
7.887500,0.512885371
7.890000,0.511062382
7.892500,0.509284005
7.895000,0.507555526
7.897500,0.505882500
7.900000,0.504270804
7.902500,0.502726742
7.905000,0.501257190
7.907500,0.499869867
7.910000,0.498573837
7.912500,0.497380596
7.915000,0.496307220
7.917500,0.495383598
7.920000,0.494488332
7.922500,0.493561683
7.925000,0.492602205
7.927500,0.491610513
7.930000,0.490587299
7.932500,0.489533264
7.935000,0.488449116
7.937500,0.487335569
7.940000,0.486193349
7.942500,0.485023189
7.945000,0.483825831
7.947500,0.482602028
7.950000,0.481352546
7.952500,0.480078162
7.955000,0.478779665
7.957500,0.477457859
7.960000,0.476113563
7.962500,0.474747609
7.965000,0.473360847
7.967500,0.471954143
7.970000,0.470528382
7.972500,0.469084467
7.975000,0.467623320
7.977500,0.466145883
7.980000,0.464653120
7.982500,0.463146016
7.985000,0.461625579
7.987500,0.460092839
7.990000,0.458548851
7.992500,0.456994696
7.995000,0.455431477
7.997500,0.453860326
8.000000,0.452282398
8.002500,0.450698877
8.005000,0.449110973
8.007500,0.447519925
8.010000,0.445926996
8.012500,0.444333480
8.015000,0.442740696
8.017500,0.441149991
8.020000,0.439562741
8.022500,0.437980346
8.025000,0.436404233
8.027500,0.434835854
8.030000,0.433276687
8.032500,0.431728231
8.035000,0.430192010
8.037500,0.428669567
8.040000,0.427162466
8.042500,0.425672286
8.045000,0.424200625
8.047500,0.422749092
8.050000,0.421319308
8.052500,0.419912905
8.055000,0.418531517
8.057500,0.417176786
8.060000,0.415978337
8.062500,0.414584322
8.065000,0.413439393
8.067500,0.412244203
8.070000,0.411073289
8.072500,0.409936968
8.075000,0.408837821
8.077500,0.407777464
8.080000,0.406757368
8.082500,0.405778959
8.085000,0.404843626
8.087500,0.403952714
8.090000,0.403107527
8.092500,0.402309318
8.095000,0.401559291
8.097500,0.400858591
8.100000,0.400208306
8.102500,0.399609460
8.105000,0.399063011
8.107500,0.398569846
8.110000,0.398130782
8.112500,0.397746557
8.115000,0.397520403
8.117500,0.397292112
8.120000,0.397098910
8.122500,0.396954020
8.125000,0.396954020
8.127500,0.396954020
8.130000,0.396954020
8.132500,0.397024386
8.135000,0.397152148
8.137500,0.397336397
8.140000,0.397576573
8.142500,0.397872246
8.145000,0.398222995
8.147500,0.398628355
8.150000,0.399230509
8.152500,0.399634323
8.155000,0.400331105
8.157500,0.400966194
8.160000,0.401640658
8.162500,0.402365816
8.165000,0.403142150
8.167500,0.403968758
8.170000,0.404844517
8.172500,0.405768224
8.175000,0.406738620
8.177500,0.407754394
8.180000,0.408814187
8.182500,0.409916597
8.185000,0.411060182
8.187500,0.412243464
8.190000,0.413464934
8.192500,0.414723052
8.195000,0.416016256
8.197500,0.417342960
8.200000,0.418701564
8.202500,0.420090451
8.205000,0.421507995
8.207500,0.422952563
8.210000,0.424422518
8.212500,0.425916222
8.215000,0.427432039
8.217500,0.428968338
8.220000,0.430523495
8.222500,0.432095899
8.225000,0.433683948
8.227500,0.435286057
8.230000,0.436900659
8.232500,0.438526202
8.235000,0.440161160
8.237500,0.441804027
8.240000,0.443453320
8.242500,0.445107584
8.245000,0.446765390
8.247500,0.448425337
8.250000,0.450086053
8.252500,0.451908575
8.255000,0.453452122
8.257500,0.455253647
8.260000,0.456789190
8.262500,0.458577644
8.265000,0.460249053
8.267500,0.461907004
8.270000,0.463554099
8.272500,0.465189423
8.275000,0.466811968
8.277500,0.468420758
8.280000,0.470014850
8.282500,0.471593338
8.285000,0.473155352
8.287500,0.474700054
8.290000,0.476226645
