t,right_ankle_joint
5.115000,0.432238852
5.117500,0.430698602
5.120000,0.429171604
5.122500,0.427659412
5.125000,0.426163604
5.127500,0.424685771
5.130000,0.423227520
5.132500,0.421790467
5.135000,0.420376242
5.137500,0.418986480
5.140000,0.417622819
5.142500,0.416415328
5.145000,0.415010538
5.147500,0.413855587
5.150000,0.412649156
5.152500,0.411466415
5.155000,0.410317761
5.157500,0.409205788
5.160000,0.408132119
5.162500,0.407098238
5.165000,0.406105581
5.167500,0.405155548
5.170000,0.404249500
5.172500,0.403388754
5.175000,0.402574580
5.177500,0.401808200
5.180000,0.401090778
5.182500,0.400423420
5.185000,0.399807173
5.187500,0.399243017
5.190000,0.398731862
5.192500,0.398274549
5.195000,0.397871843
5.197500,0.397631976
5.200000,0.397386818
5.202500,0.397175565
5.205000,0.397012143
5.207500,0.396901626
5.210000,0.396901626
5.212500,0.396901626
5.215000,0.396966065
5.217500,0.397079884
5.220000,0.397247411
5.222500,0.397469942
5.225000,0.397747715
5.227500,0.398080564
5.230000,0.398468128
5.232500,0.398909931
5.235000,0.399561425
5.237500,0.399993028
5.240000,0.400734232
5.242500,0.401406035
5.245000,0.402115743
5.247500,0.402875370
5.250000,0.403685440
5.252500,0.404545023
5.255000,0.405452957
5.257500,0.406408002
5.260000,0.407408865
5.262500,0.408454202
5.265000,0.409542626
5.267500,0.410672708
5.270000,0.411842982
5.272500,0.413051947
5.275000,0.414298075
5.277500,0.415579809
5.280000,0.416895573
5.282500,0.418243770
5.285000,0.419622789
5.287500,0.421031006
5.290000,0.422466791
5.292500,0.423928507
5.295000,0.425414517
5.297500,0.426923183
5.300000,0.428452872
5.302500,0.430001959
5.305000,0.431568828
5.307500,0.433151872
5.310000,0.434749502
5.312500,0.436360144
5.315000,0.437982242
5.317500,0.439614259
5.320000,0.441254684
5.322500,0.442902026
5.325000,0.444554820
5.327500,0.446211628
5.330000,0.447871040
5.332500,0.449531674
5.335000,0.451192178
5.337500,0.453013282
5.340000,0.454555166
5.342500,0.456353446
5.345000,0.458035470
5.347500,0.459705508
5.350000,0.461366164
5.352500,0.463016476
5.355000,0.464655389
5.357500,0.466281878
5.360000,0.467894952
5.362500,0.469493657
5.365000,0.471077075
5.367500,0.472644320
5.370000,0.474194545
5.372500,0.475726937
5.375000,0.477240717
5.377500,0.478735139
5.380000,0.480209496
5.382500,0.481663108
5.385000,0.483095334
5.387500,0.484505564
5.390000,0.485893219
5.392500,0.487257754
5.395000,0.488598654
5.397500,0.489915438
5.400000,0.491207652
5.402500,0.492474874
5.405000,0.493716713
5.407500,0.494932804
5.410000,0.496122815
5.412500,0.497286439
5.415000,0.498423399
5.417500,0.499549718
5.420000,0.500814089
5.422500,0.502217652
5.425000,0.503740242
5.427500,0.505369010
5.430000,0.507094360
5.432500,0.508908330
5.435000,0.510803906
5.437500,0.512774675
5.440000,0.514814639
5.442500,0.516918102
5.445000,0.519079594
5.447500,0.521293833
5.450000,0.523555696
5.452500,0.525860199
5.455000,0.528202493
5.457500,0.530577853
5.460000,0.532981676
5.462500,0.535409484
5.465000,0.537856923
5.467500,0.540319765
5.470000,0.542793908
5.472500,0.545275383
5.475000,0.547760350
5.477500,0.550245107
5.480000,0.552726084
5.482500,0.555199851
5.485000,0.557663114
5.487500,0.560112718
5.490000,0.562545645
5.492500,0.564959015
5.495000,0.567350085
5.497500,0.569716247
5.500000,0.572055027
5.502500,0.574364082
5.505000,0.576641197
5.507500,0.578884286
5.510000,0.581091385
5.512500,0.583260649
5.515000,0.585390355
5.517500,0.587478887
5.520000,0.589524746
5.522500,0.591526533
5.525000,0.593482957
5.527500,0.595392822
5.530000,0.597255029
5.532500,0.599068570
5.535000,0.599563063
5.537500,0.599609269
5.540000,0.599631318
5.542500,0.599650452
5.545000,0.599668352
5.547500,0.599685165
5.550000,0.599700922
5.552500,0.599715640
5.555000,0.599729337
5.557500,0.599742031
5.560000,0.599753735
5.562500,0.599764467
5.565000,0.599774238
5.567500,0.599783064
5.570000,0.599790956
5.572500,0.599797926
5.575000,0.599803985
5.577500,0.599809143
5.580000,0.599813410
5.582500,0.599816794
5.585000,0.599819304
5.587500,0.599820947
5.590000,0.599821729
5.592500,0.599821657
5.595000,0.599820735
5.597500,0.599818969
5.600000,0.599816363
5.602500,0.599812919
5.605000,0.599808641
5.607500,0.599803531
5.610000,0.599462757
5.612500,0.599454056
5.615000,0.600000000
5.617500,0.599868178
5.620000,0.599441816
5.622500,0.599831148
5.625000,0.600000000
5.627500,0.600000000
5.630000,0.600000000
5.632500,0.599335042
5.635000,0.599469449
5.637500,0.599540591
5.640000,0.599551591
5.642500,0.599503564
5.645000,0.599397042
5.647500,0.599232399
5.650000,0.599143933
5.652500,0.598965816
5.655000,0.598759443
5.657500,0.598601335
5.660000,0.598388484
5.662500,0.598112627
5.665000,0.597773715
5.667500,0.597372416
5.670000,0.596909465
5.672500,0.596385606
5.675000,0.595801590
5.677500,0.595158176
5.680000,0.594456128
5.682500,0.593696220
5.685000,0.592879235
5.687500,0.592005966
5.690000,0.591077219
5.692500,0.590093816
5.695000,0.589056590
5.697500,0.587966393
5.700000,0.586824096
5.702500,0.585630589
5.705000,0.584386786
5.707500,0.583093625
5.710000,0.581752071
5.712500,0.580363118
5.715000,0.578927793
5.717500,0.577447154
5.720000,0.575922302
5.722500,0.574354372
5.725000,0.572744548
5.727500,0.571094057
5.730000,0.569404176
5.732500,0.567676238
5.735000,0.565911628
5.737500,0.564111798
5.740000,0.562278258
5.742500,0.560452705
5.745000,0.558698916
5.747500,0.556813157
5.750000,0.555037716
5.752500,0.553232087
5.755000,0.551394317
5.757500,0.549526629
5.760000,0.547631455
5.762500,0.545711318
5.765000,0.543768841
5.767500,0.541806748
5.770000,0.539827866
5.772500,0.537835136
5.775000,0.535831612
5.777500,0.533820465
5.780000,0.531804991
5.782500,0.529788613
5.785000,0.527774881
5.787500,0.525767480
5.790000,0.523770233
5.792500,0.521787100
5.795000,0.519822187
5.797500,0.517879748
5.800000,0.515964193
5.802500,0.514080090
5.805000,0.512232182
5.807500,0.510425398
5.810000,0.508664873
5.812500,0.506955981
5.815000,0.505304379
5.817500,0.503716079
5.820000,0.502197554
5.822500,0.500755929
5.825000,0.499399300
5.827500,0.498137373
5.830000,0.496982952
5.832500,0.495957025
5.835000,0.495065053
5.837500,0.494161055
5.840000,0.493224426
5.842500,0.492255102
5.845000,0.491253752
5.847500,0.490221072
5.850000,0.489157767
5.852500,0.488064549
5.855000,0.486942139
5.857500,0.485791264
5.860000,0.484612662
5.862500,0.483407081
5.865000,0.482175280
5.867500,0.480918028
5.870000,0.479636108
5.872500,0.478330315
5.875000,0.477001459
5.877500,0.475650364
5.880000,0.474277870
5.882500,0.472884833
5.885000,0.471472126
5.887500,0.470040640
5.890000,0.468591286
5.892500,0.467124992
5.895000,0.465642710
5.897500,0.464145410
5.900000,0.462634087
5.902500,0.461109755
5.905000,0.459573455
5.907500,0.458026250
5.910000,0.456469229
5.912500,0.454903506
5.915000,0.453330219
5.917500,0.451750536
5.920000,0.450165649
5.922500,0.448576777
5.925000,0.446985169
5.927500,0.445392098
5.930000,0.443798868
5.932500,0.442206806
5.935000,0.440617271
5.937500,0.439031645
5.940000,0.437451339
5.942500,0.435877789
5.945000,0.434312456
5.947500,0.432756824
5.950000,0.431212404
5.952500,0.429680723
5.955000,0.428163334
5.957500,0.426661805
5.960000,0.425177724
5.962500,0.423712690
5.965000,0.422268319
5.967500,0.420846236
5.970000,0.419448073
5.972500,0.418075468
5.975000,0.416730062
5.977500,0.415540955
5.980000,0.414158105
5.982500,0.413023484
5.985000,0.411839828
5.987500,0.410681027
5.990000,0.409557321
5.992500,0.408471276
5.995000,0.407424496
5.997500,0.406418445
6.000000,0.405454537
6.002500,0.404534146
6.005000,0.403658606
6.007500,0.402829204
6.010000,0.402047177
6.012500,0.401313711
6.015000,0.400629933
6.017500,0.399996909
6.020000,0.399415642
6.022500,0.398887068
6.025000,0.398412050
6.027500,0.397991380
6.030000,0.397738059
6.032500,0.397476292
6.035000,0.397247235
6.037500,0.397065517
6.040000,0.396936475
6.042500,0.396936475
6.045000,0.396936475
6.047500,0.396936475
6.050000,0.397060320
6.052500,0.397218591
6.055000,0.397425368
6.057500,0.397685237
6.060000,0.397999535
6.062500,0.398368438
6.065000,0.398791673
6.067500,0.399417715
6.070000,0.399835043
6.072500,0.400553282
6.075000,0.401205991
6.077500,0.401897371
6.080000,0.402639090
6.082500,0.403431649
6.085000,0.404274132
6.087500,0.405165393
6.090000,0.406104211
6.092500,0.407089309
6.095000,0.408119357
6.097500,0.409192982
6.100000,0.410308767
6.102500,0.411465257
6.105000,0.412660962
6.107500,0.413894362
6.110000,0.415163908
6.112500,0.416468028
6.115000,0.417805133
6.117500,0.419173614
6.120000,0.420571852
6.122500,0.421998216
6.125000,0.423451071
6.127500,0.424928780
6.130000,0.426429703
6.132500,0.427952207
6.135000,0.429494661
6.137500,0.431055445
6.140000,0.432632951
6.142500,0.434225582
6.145000,0.435831757
6.147500,0.437449914
6.150000,0.439078511
6.152500,0.440716026
6.155000,0.442360960
6.157500,0.444011841
6.160000,0.445667220
6.162500,0.447325679
6.165000,0.448985824
6.167500,0.450646294
6.170000,0.452467871
6.172500,0.454010454
6.175000,0.455810140
6.177500,0.457493840
6.180000,0.459165963
6.182500,0.460829110
6.185000,0.462482309
6.187500,0.464124489
6.190000,0.465754612
6.192500,0.467371676
6.195000,0.468974711
6.197500,0.470562786
6.200000,0.472135004
6.202500,0.473690504
6.205000,0.475228460
6.207500,0.476748080
6.210000,0.478248608
6.212500,0.479729321
6.215000,0.481189530
6.217500,0.482628581
6.220000,0.484045852
6.222500,0.485440753
6.225000,0.486812727
6.227500,0.488161249
6.230000,0.489485825
6.232500,0.490785992
6.235000,0.492061317
6.237500,0.493311398
6.240000,0.494535861
6.242500,0.495734362
6.245000,0.496906586
6.247500,0.498052245
6.250000,0.499171079
6.252500,0.500380386
6.255000,0.501740044
6.257500,0.503224448
6.260000,0.504818831
6.262500,0.506512772
6.265000,0.508297865
6.267500,0.510166828
6.270000,0.512113077
6.272500,0.514130489
6.275000,0.516213277
6.277500,0.518355899
6.280000,0.520553017
6.282500,0.522799455
6.285000,0.525090184
6.287500,0.527420312
6.290000,0.529785070
6.292500,0.532179817
6.295000,0.534600032
6.297500,0.537041319
6.300000,0.539499407
6.302500,0.541970154
6.305000,0.544449543
6.307500,0.546933693
6.310000,0.549418855
6.312500,0.551901415
6.315000,0.554377896
6.317500,0.556844957
6.320000,0.559299398
6.322500,0.561738155
6.325000,0.564158302
6.327500,0.566557051
6.330000,0.568931748
6.332500,0.571279875
6.335000,0.573599044
6.337500,0.575887000
6.340000,0.578141613
6.342500,0.580360879
6.345000,0.582542913
6.347500,0.584685952
6.350000,0.586788345
6.352500,0.588848554
6.355000,0.590865147
6.357500,0.592836797
6.360000,0.594762278
6.362500,0.596640457
6.365000,0.598470297
6.367500,0.599301868
6.370000,0.599595510
6.372500,0.599624216
6.375000,0.599644207
6.377500,0.599662507
6.380000,0.599679679
6.382500,0.599695786
6.385000,0.599710848
6.387500,0.599724884
6.390000,0.599737910
6.392500,0.599749943
6.395000,0.599760997
6.397500,0.599771087
6.400000,0.599780226
6.402500,0.599788428
6.405000,0.599795704
6.407500,0.599802066
6.410000,0.599807523
6.412500,0.599812086
6.415000,0.599815764
6.417500,0.599818564
6.420000,0.599820495
6.422500,0.599821564
6.425000,0.599821775
6.427500,0.599821137
6.430000,0.599819652
6.432500,0.599817325
6.435000,0.599814160
6.437500,0.599810160
6.440000,0.599805327
6.442500,0.599464621
6.445000,0.599456175
6.447500,0.600000000
6.450000,0.599879516
6.452500,0.599444442
6.455000,0.599848107
6.457500,0.600000000
6.460000,0.600000000
6.462500,0.600000000
6.465000,0.599359335
6.467500,0.599520001
6.470000,0.599611917
6.472500,0.599642030
6.475000,0.599612569
6.477500,0.599524387
6.480000,0.599377950
6.482500,0.599312626
6.485000,0.599148660
6.487500,0.598963637
6.490000,0.598823103
6.492500,0.598627362
6.495000,0.598368443
6.497500,0.598046320
6.500000,0.597661658
6.502500,0.597215190
6.505000,0.596707657
6.507500,0.596139807
6.510000,0.595512392
6.512500,0.594826174
6.515000,0.594081922
6.517500,0.593280412
6.520000,0.592422435
6.522500,0.591508789
6.525000,0.590540290
6.527500,0.589517764
6.530000,0.588442056
6.532500,0.587314029
6.535000,0.586134565
6.537500,0.584904569
6.540000,0.583624968
6.542500,0.582296716
6.545000,0.580920798
6.547500,0.579498226
6.550000,0.578030047
6.552500,0.576517347
6.555000,0.574961247
6.557500,0.573362914
6.560000,0.571723558
6.562500,0.570044438
6.565000,0.568326867
6.567500,0.566572212
6.570000,0.564781900
6.572500,0.562957421
6.575000,0.561140854
6.577500,0.559394404
6.580000,0.557516539
6.582500,0.555747809
6.585000,0.553948339
6.587500,0.552116171
6.590000,0.550253492
6.592500,0.548362697
6.595000,0.546446275
6.597500,0.544506806
6.600000,0.542546974
6.602500,0.540569565
6.605000,0.538577476
6.607500,0.536573715
6.610000,0.534561410
6.612500,0.532543809
6.615000,0.530524285
6.617500,0.528506343
6.620000,0.526493616
6.622500,0.524489876
6.625000,0.522499032
6.627500,0.520525137
6.630000,0.518572391
6.632500,0.516645146
6.635000,0.514747913
6.637500,0.512885371
6.640000,0.511062382
6.642500,0.509284005
6.645000,0.507555526
6.647500,0.505882500
6.650000,0.504270804
6.652500,0.502726742
6.655000,0.501257190
6.657500,0.499869867
6.660000,0.498573837
6.662500,0.497380596
6.665000,0.496307220
6.667500,0.495383598
6.670000,0.494488332
6.672500,0.493561683
6.675000,0.492602205
6.677500,0.491610513
6.680000,0.490587299
6.682500,0.489533264
6.685000,0.488449116
6.687500,0.487335569
6.690000,0.486193349
6.692500,0.485023189
6.695000,0.483825831
6.697500,0.482602028
6.700000,0.481352546
6.702500,0.480078162
6.705000,0.478779665
6.707500,0.477457859
6.710000,0.476113563
6.712500,0.474747609
6.715000,0.473360847
6.717500,0.471954143
6.720000,0.470528382
6.722500,0.469084467
6.725000,0.467623320
6.727500,0.466145883
6.730000,0.464653120
6.732500,0.463146016
6.735000,0.461625579
6.737500,0.460092839
6.740000,0.458548851
6.742500,0.456994696
6.745000,0.455431477
6.747500,0.453860326
6.750000,0.452282398
6.752500,0.450698877
6.755000,0.449110973
6.757500,0.447519925
6.760000,0.445926996
6.762500,0.444333480
6.765000,0.442740696
6.767500,0.441149991
6.770000,0.439562741
6.772500,0.437980346
6.775000,0.436404233
6.777500,0.434835854
6.780000,0.433276687
6.782500,0.431728231
6.785000,0.430192010
6.787500,0.428669567
6.790000,0.427162466
6.792500,0.425672286
6.795000,0.424200625
6.797500,0.422749092
6.800000,0.421319308
6.802500,0.419912905
6.805000,0.418531517
6.807500,0.417176786
6.810000,0.415978337
6.812500,0.414584322
6.815000,0.413439393
6.817500,0.412244203
6.820000,0.411073289
6.822500,0.409936968
6.825000,0.408837821
6.827500,0.407777464
6.830000,0.406757368
6.832500,0.405778959
6.835000,0.404843626
6.837500,0.403952714
6.840000,0.403107527
6.842500,0.402309318
6.845000,0.401559291
6.847500,0.400858591
6.850000,0.400208306
6.852500,0.399609460
6.855000,0.399063011
6.857500,0.398569846
6.860000,0.398130782
6.862500,0.397746557
6.865000,0.397520403
6.867500,0.397292112
6.870000,0.397098910
6.872500,0.396954020
6.875000,0.396954020
6.877500,0.396954020
6.880000,0.396954020
6.882500,0.397024386
6.885000,0.397152148
6.887500,0.397336397
6.890000,0.397576573
6.892500,0.397872246
6.895000,0.398222995
6.897500,0.398628355
6.900000,0.399230509
6.902500,0.399634323
6.905000,0.400331105
6.907500,0.400966194
6.910000,0.401640658
6.912500,0.402365816
6.915000,0.403142150
6.917500,0.403968758
6.920000,0.404844517
6.922500,0.405768224
6.925000,0.406738620
6.927500,0.407754394
6.930000,0.408814187
6.932500,0.409916597
6.935000,0.411060182
6.937500,0.412243464
6.940000,0.413464934
6.942500,0.414723052
6.945000,0.416016256
6.947500,0.417342960
6.950000,0.418701564
6.952500,0.420090451
6.955000,0.421507995
6.957500,0.422952563
6.960000,0.424422518
6.962500,0.425916222
6.965000,0.427432039
6.967500,0.428968338
6.970000,0.430523495
6.972500,0.432095899
6.975000,0.433683948
6.977500,0.435286057
6.980000,0.436900659
6.982500,0.438526202
6.985000,0.440161160
6.987500,0.441804027
6.990000,0.443453320
6.992500,0.445107584
6.995000,0.446765390
6.997500,0.448425337
7.000000,0.450086053
7.002500,0.451908575
7.005000,0.453452122
7.007500,0.455253647
7.010000,0.456789190
7.012500,0.458577644
7.015000,0.460249053
7.017500,0.461907004
7.020000,0.463554099
7.022500,0.465189423
7.025000,0.466811968
7.027500,0.468420758
7.030000,0.470014850
7.032500,0.471593338
7.035000,0.473155352
7.037500,0.474700054
7.040000,0.476226645
7.042500,0.477734357
7.045000,0.479222459
7.047500,0.480690251
7.050000,0.482137070
7.052500,0.483562284
7.055000,0.484965294
7.057500,0.486345533
7.060000,0.487702467
7.062500,0.489035592
7.065000,0.490344437
7.067500,0.491628559
7.070000,0.492887548
7.072500,0.494121020
7.075000,0.495328624
7.077500,0.496510034
7.080000,0.497664954
7.082500,0.498793118
7.085000,0.499950941
7.087500,0.501264663
7.090000,0.502709784
7.092500,0.504269104
7.095000,0.505931147
7.097500,0.507686975
7.100000,0.509528996
7.102500,0.511450425
7.105000,0.513445004
7.107500,0.515506847
7.110000,0.517630336
7.112500,0.519810072
7.115000,0.522040826
7.117500,0.524317525
7.120000,0.526635230
7.122500,0.528989134
7.125000,0.531374552
7.127500,0.533786925
7.130000,0.536221814
7.132500,0.538674909
7.135000,0.541142022
7.137500,0.543619097
7.140000,0.546102206
7.142500,0.548587557
7.145000,0.551071490
7.147500,0.553550484
7.150000,0.556021151
7.152500,0.558480246
7.155000,0.560924659
7.157500,0.563351418
7.160000,0.565757689
7.162500,0.568140775
7.165000,0.570498112
7.167500,0.572827270
7.170000,0.575125949
7.172500,0.577391978
7.175000,0.579623311
7.177500,0.581818025
7.180000,0.583974316
7.182500,0.586090497
7.185000,0.588164991
7.187500,0.590196333
7.190000,0.592183161
7.192500,0.594124215
7.195000,0.596018333
7.197500,0.597864446
7.200000,0.599661575
7.202500,0.599598311
7.205000,0.599618281
7.207500,0.599637938
7.210000,0.599656549
7.212500,0.599674076
7.215000,0.599690534
7.217500,0.599705942
7.220000,0.599720318
7.222500,0.599733679
7.225000,0.599746041
7.227500,0.599757420
7.230000,0.599767830
7.232500,0.599777285
7.235000,0.599785798
7.237500,0.599793381
7.240000,0.599800046
7.242500,0.599805804
7.245000,0.599810664
7.247500,0.599814636
7.250000,0.599817728
7.252500,0.599819948
7.255000,0.599821303
7.257500,0.599821800
7.260000,0.599821444
7.262500,0.599820240
7.265000,0.599818194
7.267500,0.599815308
7.270000,0.599811586
7.272500,0.599807030
7.275000,0.599801643
7.277500,0.599460861
7.280000,0.599451905
7.282500,0.600000000
7.285000,0.599856749
7.287500,0.600000000
7.290000,0.599463485
7.292500,0.599811896
7.295000,0.599811896
7.297500,0.599811896
7.300000,0.599904884
7.302500,0.599987349
7.305000,0.600000000
7.307500,0.599254513
7.310000,0.599209249
7.312500,0.599092283
7.315000,0.599063329
7.317500,0.598919189
7.320000,0.598766336
7.322500,0.598653837
7.325000,0.598485425
7.327500,0.598253431
7.330000,0.597957857
7.332500,0.597599373
7.335000,0.597178712
7.337500,0.596696618
7.340000,0.596153837
7.342500,0.595551123
7.345000,0.594889237
7.347500,0.594168947
7.350000,0.593391030
7.352500,0.592556273
7.355000,0.591665475
7.357500,0.590719447
7.360000,0.589719013
7.362500,0.588665015
7.365000,0.587558311
7.367500,0.586399778
7.370000,0.585190315
7.372500,0.583930844
7.375000,0.582622311
7.377500,0.581265693
7.380000,0.579861992
7.382500,0.578412249
7.385000,0.576917534
7.387500,0.575378960
7.390000,0.573797680
7.392500,0.572174890
7.395000,0.570511834
7.397500,0.568809809
7.400000,0.567070164
7.402500,0.565294307
7.405000,0.563483708
7.407500,0.561682836
7.410000,0.559948214
7.412500,0.558084538
7.415000,0.556290986
7.417500,0.554357884
7.420000,0.552540590
7.422500,0.550696106
7.425000,0.548822487
7.427500,0.546922072
7.430000,0.544997418
7.432500,0.543051187
7.435000,0.541086140
7.437500,0.539105148
7.440000,0.537111193
7.442500,0.535107371
7.445000,0.533096901
7.447500,0.531083123
7.450000,0.529069506
7.452500,0.527059650
7.455000,0.525057288
7.457500,0.523066292
7.460000,0.521090674
7.462500,0.519134593
7.465000,0.517202356
7.467500,0.515298429
7.470000,0.513427440
7.472500,0.511594194
7.475000,0.509803690
7.477500,0.508061142
7.480000,0.506372013
7.482500,0.504742073
7.485000,0.503177474
7.487500,0.501684885
7.490000,0.500271709
7.492500,0.498946487
7.495000,0.497719718
7.497500,0.496605970
7.500000,0.495633771
7.502500,0.494749590
7.505000,0.493835829
7.507500,0.492889005
7.510000,0.491909662
7.512500,0.490898491
7.515000,0.489856194
7.517500,0.488783479
7.520000,0.487681063
7.522500,0.486549669
7.525000,0.485390029
7.527500,0.484202886
7.530000,0.482988992
7.532500,0.481749110
7.535000,0.480484015
7.537500,0.479194494
7.540000,0.477881350
7.542500,0.476545396
7.545000,0.475187463
7.547500,0.473808397
7.550000,0.472409060
7.552500,0.470990331
7.555000,0.469553110
7.557500,0.468098314
7.560000,0.466626879
7.562500,0.465139762
7.565000,0.463637944
7.567500,0.462122426
7.570000,0.460594232
7.572500,0.459054410
7.575000,0.457504033
7.577500,0.455944197
7.580000,0.454376026
7.582500,0.452800668
7.585000,0.451219299
7.587500,0.449633121
7.590000,0.448043363
7.592500,0.446451282
7.595000,0.444858162
7.597500,0.443265315
7.600000,0.441674080
7.602500,0.440085822
7.605000,0.438501935
7.607500,0.436923837
7.610000,0.435352974
7.612500,0.433790814
7.615000,0.432238852
7.617500,0.430698602
7.620000,0.429171604
7.622500,0.427659412
7.625000,0.426163604
7.627500,0.424685771
7.630000,0.423227520
7.632500,0.421790467
7.635000,0.420376242
7.637500,0.418986480
7.640000,0.417622819
7.642500,0.416415328
7.645000,0.415010538
7.647500,0.413855587
7.650000,0.412649156
7.652500,0.411466415
7.655000,0.410317761
7.657500,0.409205788
7.660000,0.408132119
7.662500,0.407098238
7.665000,0.406105581
7.667500,0.405155548
7.670000,0.404249500
7.672500,0.403388754
7.675000,0.402574580
7.677500,0.401808200
7.680000,0.401090778
7.682500,0.400423420
7.685000,0.399807173
7.687500,0.399243017
7.690000,0.398731862
7.692500,0.398274549
7.695000,0.397871843
7.697500,0.397631976
7.700000,0.397386818
7.702500,0.397175565
7.705000,0.397012143
7.707500,0.396901626
7.710000,0.396901626
7.712500,0.396901626
7.715000,0.396966065
7.717500,0.397079884
7.720000,0.397247411
7.722500,0.397469942
7.725000,0.397747715
7.727500,0.398080564
7.730000,0.398468128
7.732500,0.398909931
7.735000,0.399561425
7.737500,0.399993028
7.740000,0.400734232
7.742500,0.401406035
7.745000,0.402115743
7.747500,0.402875370
7.750000,0.403685440
7.752500,0.404545023
7.755000,0.405452957
7.757500,0.406408002
7.760000,0.407408865
7.762500,0.408454202
7.765000,0.409542626
7.767500,0.410672708
7.770000,0.411842982
7.772500,0.413051947
7.775000,0.414298075
7.777500,0.415579809
7.780000,0.416895573
7.782500,0.418243770
7.785000,0.419622789
7.787500,0.421031006
7.790000,0.422466791
7.792500,0.423928507
7.795000,0.425414517
7.797500,0.426923183
7.800000,0.428452872
7.802500,0.430001959
7.805000,0.431568828
7.807500,0.433151872
7.810000,0.434749502
7.812500,0.436360144
7.815000,0.437982242
7.817500,0.439614259
7.820000,0.441254684
7.822500,0.442902026
7.825000,0.444554820
7.827500,0.446211628
7.830000,0.447871040
7.832500,0.449531674
7.835000,0.451192178
7.837500,0.453013282
7.840000,0.454555166
7.842500,0.456353446
7.845000,0.458035470
7.847500,0.459705508
7.850000,0.461366164
7.852500,0.463016476
7.855000,0.464655389
7.857500,0.466281878
7.860000,0.467894952
7.862500,0.469493657
7.865000,0.471077075
7.867500,0.472644320
7.870000,0.474194545
7.872500,0.475726937
7.875000,0.477240717
7.877500,0.478735139
7.880000,0.480209496
7.882500,0.481663108
7.885000,0.483095334
7.887500,0.484505564
7.890000,0.485893219
7.892500,0.487257754
7.895000,0.488598654
7.897500,0.489915438
7.900000,0.491207652
7.902500,0.492474874
7.905000,0.493716713
7.907500,0.494932804
7.910000,0.496122815
7.912500,0.497286439
7.915000,0.498423399
7.917500,0.499549718
7.920000,0.500814089
7.922500,0.502217652
7.925000,0.503740242
7.927500,0.505369010
7.930000,0.507094360
7.932500,0.508908330
7.935000,0.510803906
7.937500,0.512774675
7.940000,0.514814639
7.942500,0.516918102
7.945000,0.519079594
7.947500,0.521293833
7.950000,0.523555696
7.952500,0.525860199
7.955000,0.528202493
7.957500,0.530577853
7.960000,0.532981676
7.962500,0.535409484
7.965000,0.537856923
7.967500,0.540319765
7.970000,0.542793908
7.972500,0.545275383
7.975000,0.547760350
7.977500,0.550245107
7.980000,0.552726084
7.982500,0.555199851
7.985000,0.557663114
7.987500,0.560112718
7.990000,0.562545645
7.992500,0.564959015
7.995000,0.567350085
7.997500,0.569716247
8.000000,0.572055027
8.002500,0.574364082
8.005000,0.576641197
8.007500,0.578884286
8.010000,0.581091385
8.012500,0.583260649
8.015000,0.585390355
8.017500,0.587478887
8.020000,0.589524746
8.022500,0.591526533
8.025000,0.593482957
8.027500,0.595392822
8.030000,0.597255029
8.032500,0.599068570
8.035000,0.599563063
8.037500,0.599609269
8.040000,0.599631318
8.042500,0.599650452
8.045000,0.599668352
8.047500,0.599685165
8.050000,0.599700922
8.052500,0.599715640
8.055000,0.599729337
8.057500,0.599742031
8.060000,0.599753735
8.062500,0.599764467
8.065000,0.599774238
8.067500,0.599783064
8.070000,0.599790956
8.072500,0.599797926
8.075000,0.599803985
8.077500,0.599809143
8.080000,0.599813410
8.082500,0.599816794
8.085000,0.599819304
8.087500,0.599820947
8.090000,0.599821729
8.092500,0.599821657
8.095000,0.599820735
8.097500,0.599818969
8.100000,0.599816363
8.102500,0.599812919
8.105000,0.599808641
8.107500,0.599803531
8.110000,0.599462757
8.112500,0.599454056
8.115000,0.600000000
8.117500,0.599868178
8.120000,0.599441816
8.122500,0.599831148
8.125000,0.600000000
8.127500,0.600000000
8.130000,0.600000000
8.132500,0.599335042
8.135000,0.599469449
8.137500,0.599540591
8.140000,0.599551591
8.142500,0.599503564
8.145000,0.599397042
8.147500,0.599232399
8.150000,0.599143933
8.152500,0.598965816
8.155000,0.598759443
8.157500,0.598601335
8.160000,0.598388484
8.162500,0.598112627
8.165000,0.597773715
8.167500,0.597372416
8.170000,0.596909465
8.172500,0.596385606
8.175000,0.595801590
8.177500,0.595158176
8.180000,0.594456128
8.182500,0.593696220
8.185000,0.592879235
8.187500,0.592005966
8.190000,0.591077219
8.192500,0.590093816
8.195000,0.589056590
8.197500,0.587966393
8.200000,0.586824096
8.202500,0.585630589
8.205000,0.584386786
8.207500,0.583093625
8.210000,0.581752071
8.212500,0.580363118
8.215000,0.578927793
8.217500,0.577447154
8.220000,0.575922302
8.222500,0.574354372
8.225000,0.572744548
8.227500,0.571094057
8.230000,0.569404176
8.232500,0.567676238
8.235000,0.565911628
8.237500,0.564111798
8.240000,0.562278258
8.242500,0.560452705
8.245000,0.558698916
8.247500,0.556813157
8.250000,0.555037716
8.252500,0.553232087
8.255000,0.551394317
8.257500,0.549526629
8.260000,0.547631455
8.262500,0.545711318
8.265000,0.543768841
8.267500,0.541806748
8.270000,0.539827866
8.272500,0.537835136
8.275000,0.535831612
8.277500,0.533820465
8.280000,0.531804991
8.282500,0.529788613
8.285000,0.527774881
8.287500,0.525767480
8.290000,0.523770233
