t,right_knee_joint
4.965000,-0.829503419
4.967500,-0.826609991
4.970000,-0.823817632
4.972500,-0.821131888
4.975000,-0.818558556
4.977500,-0.816103740
4.980000,-0.813773932
4.982500,-0.811576130
4.985000,-0.809518007
4.987500,-0.807608173
4.990000,-0.805856598
4.992500,-0.804275366
4.995000,-0.802880200
4.997500,-0.801694287
5.000000,-0.800766132
5.002500,-0.799996901
5.005000,-0.799173364
5.007500,-0.798288338
5.010000,-0.797341696
5.012500,-0.796333602
5.015000,-0.795264288
5.017500,-0.794134041
5.020000,-0.792943206
5.022500,-0.791692185
5.025000,-0.790381437
5.027500,-0.789011474
5.030000,-0.787582869
5.032500,-0.786096247
5.035000,-0.784552290
5.037500,-0.782951735
5.040000,-0.781295375
5.042500,-0.779584057
5.045000,-0.777818682
5.047500,-0.776000206
5.050000,-0.774129639
5.052500,-0.772208044
5.055000,-0.770236536
5.057500,-0.768216284
5.060000,-0.766148508
5.062500,-0.764034482
5.065000,-0.761875528
5.067500,-0.759673021
5.070000,-0.757428384
5.072500,-0.755143092
5.075000,-0.752818667
5.077500,-0.750456680
5.080000,-0.748058748
5.082500,-0.745626536
5.085000,-0.743161756
5.087500,-0.740666163
5.090000,-0.738141556
5.092500,-0.735589779
5.095000,-0.733012716
5.097500,-0.730412295
5.100000,-0.727790481
5.102500,-0.725149279
5.105000,-0.722490733
5.107500,-0.719816921
5.110000,-0.717129957
5.112500,-0.714431988
5.115000,-0.711725193
5.117500,-0.709011782
5.120000,-0.706293993
5.122500,-0.703574091
5.125000,-0.700854366
5.127500,-0.698274949
5.130000,-0.695423436
5.132500,-0.692849753
5.135000,-0.690015189
5.137500,-0.687461590
5.140000,-0.684795425
5.142500,-0.682134193
5.145000,-0.679490859
5.147500,-0.676868797
5.150000,-0.674270516
5.152500,-0.671698454
5.155000,-0.669155037
5.157500,-0.666642684
5.160000,-0.664163807
5.162500,-0.661720805
5.165000,-0.659316063
5.167500,-0.656951948
5.170000,-0.654630805
5.172500,-0.652354954
5.175000,-0.650126689
5.177500,-0.647948270
5.180000,-0.645821924
5.182500,-0.643749839
5.185000,-0.641734160
5.187500,-0.639776990
5.190000,-0.637880379
5.192500,-0.636046329
5.195000,-0.634276784
5.197500,-0.632573629
5.200000,-0.630938689
5.202500,-0.629373721
5.205000,-0.627880416
5.207500,-0.626460390
5.210000,-0.625115186
5.212500,-0.623846272
5.215000,-0.622791951
5.217500,-0.621537707
5.220000,-0.620611564
5.222500,-0.619657599
5.225000,-0.618763762
5.227500,-0.617949198
5.230000,-0.617218555
5.232500,-0.616573398
5.235000,-0.616014579
5.237500,-0.615542725
5.240000,-0.615271847
5.242500,-0.614989125
5.245000,-0.614749147
5.247500,-0.614577125
5.250000,-0.614577125
5.252500,-0.614577125
5.255000,-0.614577125
5.257500,-0.614577125
5.260000,-0.614872470
5.262500,-0.615235958
5.265000,-0.615677937
5.267500,-0.616451924
5.270000,-0.616935087
5.272500,-0.617871148
5.275000,-0.618750266
5.277500,-0.619682731
5.280000,-0.620690616
5.282500,-0.621777517
5.285000,-0.622943153
5.287500,-0.624186382
5.290000,-0.625505827
5.292500,-0.626900003
5.295000,-0.628367343
5.297500,-0.629906210
5.300000,-0.631744830
5.302500,-0.633240634
5.305000,-0.635188417
5.307500,-0.637023073
5.310000,-0.638902584
5.312500,-0.640839721
5.315000,-0.642833828
5.317500,-0.644882996
5.320000,-0.646985165
5.322500,-0.649138225
5.325000,-0.651340033
5.327500,-0.653588414
5.330000,-0.655881164
5.332500,-0.658216052
5.335000,-0.660590827
5.337500,-0.663003218
5.340000,-0.665450936
5.342500,-0.667931681
5.345000,-0.670443139
5.347500,-0.672982991
5.350000,-0.675548912
5.352500,-0.678138571
5.355000,-0.680749642
5.357500,-0.683379796
5.360000,-0.686026712
5.362500,-0.688688074
5.365000,-0.691361575
5.367500,-0.694044920
5.370000,-0.696735826
5.372500,-0.699432026
5.375000,-0.702131268
5.377500,-0.704831320
5.380000,-0.707529972
5.382500,-0.710225033
5.385000,-0.712914338
5.387500,-0.715595746
5.390000,-0.718267143
5.392500,-0.720926443
5.395000,-0.723571591
5.397500,-0.726200559
5.400000,-0.728938467
5.402500,-0.731399593
5.405000,-0.734082206
5.407500,-0.736617114
5.410000,-0.739122277
5.412500,-0.741600372
5.415000,-0.744049758
5.417500,-0.746468669
5.420000,-0.748855378
5.422500,-0.751208195
5.425000,-0.753525477
5.427500,-0.755805622
5.430000,-0.758047070
5.432500,-0.760248308
5.435000,-0.762407866
5.437500,-0.764524321
5.440000,-0.766596295
5.442500,-0.768622457
5.445000,-0.770601522
5.447500,-0.772532254
5.450000,-0.774413463
5.452500,-0.776244010
5.455000,-0.778022801
5.457500,-0.779748793
5.460000,-0.781420993
5.462500,-0.783038457
5.465000,-0.784600290
5.467500,-0.786105649
5.470000,-0.787553739
5.472500,-0.788943820
5.475000,-0.790275197
5.477500,-0.791547231
5.480000,-0.792759333
5.482500,-0.793910964
5.485000,-0.795001638
5.487500,-0.796030920
5.490000,-0.796998428
5.492500,-0.797903829
5.495000,-0.798746845
5.497500,-0.799527249
5.500000,-0.800244864
5.502500,-0.801109536
5.505000,-0.802228822
5.507500,-0.803558574
5.510000,-0.805074582
5.512500,-0.806760671
5.515000,-0.808604509
5.517500,-0.810595978
5.520000,-0.812726371
5.522500,-0.814987953
5.525000,-0.817373690
5.527500,-0.819877069
5.530000,-0.822491983
5.532500,-0.825212644
5.535000,-0.828033523
5.537500,-0.830949305
5.540000,-0.833954855
5.542500,-0.837045194
5.545000,-0.840215474
5.547500,-0.843460970
5.550000,-0.846777064
5.552500,-0.850159236
5.555000,-0.853603055
5.557500,-0.857104178
5.560000,-0.860658342
5.562500,-0.864261361
5.565000,-0.867909123
5.567500,-0.871597591
5.570000,-0.875322797
5.572500,-0.879080844
5.575000,-0.882867902
5.577500,-0.886680213
5.580000,-0.890514083
5.582500,-0.894365889
5.585000,-0.898232073
5.587500,-0.902109145
5.590000,-0.905993684
5.592500,-0.909882334
5.595000,-0.913771806
5.597500,-0.917658881
5.600000,-0.921540404
5.602500,-0.925413288
5.605000,-0.929274515
5.607500,-0.933121131
5.610000,-0.936950250
5.612500,-0.940759054
5.615000,-0.944544789
5.617500,-0.948304769
5.620000,-0.952036372
5.622500,-0.955737045
5.625000,-0.959404297
5.627500,-0.963035703
5.630000,-0.966628903
5.632500,-0.970181599
5.635000,-0.973691558
5.637500,-0.977156610
5.640000,-0.980913542
5.642500,-0.984615747
5.645000,-0.988254686
5.647500,-0.991829440
5.650000,-0.995338379
5.652500,-0.998779860
5.655000,-1.002152299
5.657500,-1.005518934
5.660000,-1.008692990
5.662500,-1.011907557
5.665000,-1.014931122
5.667500,-1.017996234
5.670000,-1.020747156
5.672500,-1.023579473
5.675000,-1.026352564
5.677500,-1.029047373
5.680000,-1.031660605
5.682500,-1.034190984
5.685000,-1.036637518
5.687500,-1.038999292
5.690000,-1.041275436
5.692500,-1.043465124
5.695000,-1.045567570
5.697500,-1.047582032
5.700000,-1.049507805
5.702500,-1.051344223
5.705000,-1.053090658
5.707500,-1.054746522
5.710000,-1.056311259
5.712500,-1.057784351
5.715000,-1.059165316
5.717500,-1.060453704
5.720000,-1.061649100
5.722500,-1.062751122
5.725000,-1.063759420
5.727500,-1.064587275
5.730000,-1.065416046
5.732500,-1.066154247
5.735000,-1.066798531
5.737500,-1.067347996
5.740000,-1.067802318
5.742500,-1.068006493
5.745000,-1.068187718
5.747500,-1.068456427
5.750000,-1.068539610
5.752500,-1.068539610
5.755000,-1.068539610
5.757500,-1.068314217
5.760000,-1.068106484
5.762500,-1.067752024
5.765000,-1.067291549
5.767500,-1.066469439
5.770000,-1.065782268
5.772500,-1.064985956
5.775000,-1.064073301
5.777500,-1.063070444
5.780000,-1.062074592
5.782500,-1.060922048
5.785000,-1.059667637
5.787500,-1.058326735
5.790000,-1.056902436
5.792500,-1.055395679
5.795000,-1.053569946
5.797500,-1.052055176
5.800000,-1.050080195
5.802500,-1.048180809
5.805000,-1.046215573
5.807500,-1.044174317
5.810000,-1.042056921
5.812500,-1.039864072
5.815000,-1.037596563
5.817500,-1.035255238
5.820000,-1.032840997
5.822500,-1.030354787
5.825000,-1.027797609
5.827500,-1.025170517
5.830000,-1.022474617
5.832500,-1.019711071
5.835000,-1.016881095
5.837500,-1.013985963
5.840000,-1.011027004
5.842500,-1.008005606
5.845000,-1.004923216
5.847500,-1.001781340
5.850000,-0.998581544
5.852500,-0.995325457
5.855000,-0.992014768
5.857500,-0.988651230
5.860000,-0.985236660
5.862500,-0.981772940
5.865000,-0.978262015
5.867500,-0.974705898
5.870000,-0.971106670
5.872500,-0.967466476
5.875000,-0.963787532
5.877500,-0.960072122
5.880000,-0.956322600
5.882500,-0.952541389
5.885000,-0.948730982
5.887500,-0.944678409
5.890000,-0.940988199
5.892500,-0.936903290
5.895000,-0.932967387
5.897500,-0.929022990
5.900000,-0.925067511
5.902500,-0.921103727
5.905000,-0.917134666
5.907500,-0.913163440
5.910000,-0.909193235
5.912500,-0.905227313
5.915000,-0.901269011
5.917500,-0.897321739
5.920000,-0.893388983
5.922500,-0.889474303
5.925000,-0.885581334
5.927500,-0.881713783
5.930000,-0.877875432
5.932500,-0.874070137
5.935000,-0.870301829
5.937500,-0.866574510
5.940000,-0.862892261
5.942500,-0.859259235
5.945000,-0.855679667
5.947500,-0.852157866
5.950000,-0.848698228
5.952500,-0.845305232
5.955000,-0.841983447
5.957500,-0.838737542
5.960000,-0.835572288
5.962500,-0.832492574
5.965000,-0.829503419
5.967500,-0.826609991
5.970000,-0.823817632
5.972500,-0.821131888
5.975000,-0.818558556
5.977500,-0.816103740
5.980000,-0.813773932
5.982500,-0.811576130
5.985000,-0.809518007
5.987500,-0.807608173
5.990000,-0.805856598
5.992500,-0.804275366
5.995000,-0.802880200
5.997500,-0.801694287
6.000000,-0.800766132
6.002500,-0.799996901
6.005000,-0.799173364
6.007500,-0.798288338
6.010000,-0.797341696
6.012500,-0.796333602
6.015000,-0.795264288
6.017500,-0.794134041
6.020000,-0.792943206
6.022500,-0.791692185
6.025000,-0.790381437
6.027500,-0.789011474
6.030000,-0.787582869
6.032500,-0.786096247
6.035000,-0.784552290
6.037500,-0.782951735
6.040000,-0.781295375
6.042500,-0.779584057
6.045000,-0.777818682
6.047500,-0.776000206
6.050000,-0.774129639
6.052500,-0.772208044
6.055000,-0.770236536
6.057500,-0.768216284
6.060000,-0.766148508
6.062500,-0.764034482
6.065000,-0.761875528
6.067500,-0.759673021
6.070000,-0.757428384
6.072500,-0.755143092
6.075000,-0.752818667
6.077500,-0.750456680
6.080000,-0.748058748
6.082500,-0.745626536
6.085000,-0.743161756
6.087500,-0.740666163
6.090000,-0.738141556
6.092500,-0.735589779
6.095000,-0.733012716
6.097500,-0.730412295
6.100000,-0.727790481
6.102500,-0.725149279
6.105000,-0.722490733
6.107500,-0.719816921
6.110000,-0.717129957
6.112500,-0.714431988
6.115000,-0.711725193
6.117500,-0.709011782
6.120000,-0.706293993
6.122500,-0.703574091
6.125000,-0.700854366
6.127500,-0.698274949
6.130000,-0.695423436
6.132500,-0.692849753
6.135000,-0.690015189
6.137500,-0.687461590
6.140000,-0.684795425
6.142500,-0.682134193
6.145000,-0.679490859
6.147500,-0.676868797
6.150000,-0.674270516
6.152500,-0.671698454
6.155000,-0.669155037
6.157500,-0.666642684
6.160000,-0.664163807
6.162500,-0.661720805
6.165000,-0.659316063
6.167500,-0.656951948
6.170000,-0.654630805
6.172500,-0.652354954
6.175000,-0.650126689
6.177500,-0.647948270
6.180000,-0.645821924
6.182500,-0.643749839
6.185000,-0.641734160
6.187500,-0.639776990
6.190000,-0.637880379
6.192500,-0.636046329
6.195000,-0.634276784
6.197500,-0.632573629
6.200000,-0.630938689
6.202500,-0.629373721
6.205000,-0.627880416
6.207500,-0.626460390
6.210000,-0.625115186
6.212500,-0.623846272
6.215000,-0.622791951
6.217500,-0.621537707
6.220000,-0.620611564
6.222500,-0.619657599
6.225000,-0.618763762
6.227500,-0.617949198
6.230000,-0.617218555
6.232500,-0.616573398
6.235000,-0.616014579
6.237500,-0.615542725
6.240000,-0.615271847
6.242500,-0.614989125
6.245000,-0.614749147
6.247500,-0.614577125
6.250000,-0.614577125
6.252500,-0.614577125
6.255000,-0.614577125
6.257500,-0.614577125
6.260000,-0.614872470
6.262500,-0.615235958
6.265000,-0.615677937
6.267500,-0.616451924
6.270000,-0.616935087
6.272500,-0.617871148
6.275000,-0.618750266
6.277500,-0.619682731
6.280000,-0.620690616
6.282500,-0.621777517
6.285000,-0.622943153
6.287500,-0.624186382
6.290000,-0.625505827
6.292500,-0.626900003
6.295000,-0.628367343
6.297500,-0.629906210
6.300000,-0.631744830
6.302500,-0.633240634
6.305000,-0.635188417
6.307500,-0.637023073
6.310000,-0.638902584
6.312500,-0.640839721
6.315000,-0.642833828
6.317500,-0.644882996
6.320000,-0.646985165
6.322500,-0.649138225
6.325000,-0.651340033
6.327500,-0.653588414
6.330000,-0.655881164
6.332500,-0.658216052
6.335000,-0.660590827
6.337500,-0.663003218
6.340000,-0.665450936
6.342500,-0.667931681
6.345000,-0.670443139
6.347500,-0.672982991
6.350000,-0.675548912
6.352500,-0.678138571
6.355000,-0.680749642
6.357500,-0.683379796
6.360000,-0.686026712
6.362500,-0.688688074
6.365000,-0.691361575
6.367500,-0.694044920
6.370000,-0.696735826
6.372500,-0.699432026
6.375000,-0.702131268
6.377500,-0.704831320
6.380000,-0.707529972
6.382500,-0.710225033
6.385000,-0.712914338
6.387500,-0.715595746
6.390000,-0.718267143
6.392500,-0.720926443
6.395000,-0.723571591
6.397500,-0.726200559
6.400000,-0.728938467
6.402500,-0.731399593
6.405000,-0.734082206
6.407500,-0.736617114
6.410000,-0.739122277
6.412500,-0.741600372
6.415000,-0.744049758
6.417500,-0.746468669
6.420000,-0.748855378
6.422500,-0.751208195
6.425000,-0.753525477
6.427500,-0.755805622
6.430000,-0.758047070
6.432500,-0.760248308
6.435000,-0.762407866
6.437500,-0.764524321
6.440000,-0.766596295
6.442500,-0.768622457
6.445000,-0.770601522
6.447500,-0.772532254
6.450000,-0.774413463
6.452500,-0.776244010
6.455000,-0.778022801
6.457500,-0.779748793
6.460000,-0.781420993
6.462500,-0.783038457
6.465000,-0.784600290
6.467500,-0.786105649
6.470000,-0.787553739
6.472500,-0.788943820
6.475000,-0.790275197
6.477500,-0.791547231
6.480000,-0.792759333
6.482500,-0.793910964
6.485000,-0.795001638
6.487500,-0.796030920
6.490000,-0.796998428
6.492500,-0.797903829
6.495000,-0.798746845
6.497500,-0.799527249
6.500000,-0.800244864
6.502500,-0.801109536
6.505000,-0.802228822
6.507500,-0.803558574
6.510000,-0.805074582
6.512500,-0.806760671
6.515000,-0.808604509
6.517500,-0.810595978
6.520000,-0.812726371
6.522500,-0.814987953
6.525000,-0.817373690
6.527500,-0.819877069
6.530000,-0.822491983
6.532500,-0.825212644
6.535000,-0.828033523
6.537500,-0.830949305
6.540000,-0.833954855
6.542500,-0.837045194
6.545000,-0.840215474
6.547500,-0.843460970
6.550000,-0.846777064
6.552500,-0.850159236
6.555000,-0.853603055
6.557500,-0.857104178
6.560000,-0.860658342
6.562500,-0.864261361
6.565000,-0.867909123
6.567500,-0.871597591
6.570000,-0.875322797
6.572500,-0.879080844
6.575000,-0.882867902
6.577500,-0.886680213
6.580000,-0.890514083
6.582500,-0.894365889
6.585000,-0.898232073
6.587500,-0.902109145
6.590000,-0.905993684
6.592500,-0.909882334
6.595000,-0.913771806
6.597500,-0.917658881
6.600000,-0.921540404
6.602500,-0.925413288
6.605000,-0.929274515
6.607500,-0.933121131
6.610000,-0.936950250
6.612500,-0.940759054
6.615000,-0.944544789
6.617500,-0.948304769
6.620000,-0.952036372
6.622500,-0.955737045
6.625000,-0.959404297
6.627500,-0.963035703
6.630000,-0.966628903
6.632500,-0.970181599
6.635000,-0.973691558
6.637500,-0.977156610
6.640000,-0.980913542
6.642500,-0.984615747
6.645000,-0.988254686
6.647500,-0.991829440
6.650000,-0.995338379
6.652500,-0.998779860
6.655000,-1.002152299
6.657500,-1.005518934
6.660000,-1.008692990
6.662500,-1.011907557
6.665000,-1.014931122
6.667500,-1.017996234
6.670000,-1.020747156
6.672500,-1.023579473
6.675000,-1.026352564
6.677500,-1.029047373
6.680000,-1.031660605
6.682500,-1.034190984
6.685000,-1.036637518
6.687500,-1.038999292
6.690000,-1.041275436
6.692500,-1.043465124
6.695000,-1.045567570
6.697500,-1.047582032
6.700000,-1.049507805
6.702500,-1.051344223
6.705000,-1.053090658
6.707500,-1.054746522
6.710000,-1.056311259
6.712500,-1.057784351
6.715000,-1.059165316
6.717500,-1.060453704
6.720000,-1.061649100
6.722500,-1.062751122
6.725000,-1.063759420
6.727500,-1.064587275
6.730000,-1.065416046
6.732500,-1.066154247
6.735000,-1.066798531
6.737500,-1.067347996
6.740000,-1.067802318
6.742500,-1.068006493
6.745000,-1.068187718
6.747500,-1.068456427
6.750000,-1.068539610
6.752500,-1.068539610
6.755000,-1.068539610
6.757500,-1.068314217
6.760000,-1.068106484
6.762500,-1.067752024
6.765000,-1.067291549
6.767500,-1.066469439
6.770000,-1.065782268
6.772500,-1.064985956
6.775000,-1.064073301
6.777500,-1.063070444
6.780000,-1.062074592
6.782500,-1.060922048
6.785000,-1.059667637
6.787500,-1.058326735
6.790000,-1.056902436
6.792500,-1.055395679
6.795000,-1.053569946
6.797500,-1.052055176
6.800000,-1.050080195
6.802500,-1.048180809
6.805000,-1.046215573
6.807500,-1.044174317
6.810000,-1.042056921
6.812500,-1.039864072
6.815000,-1.037596563
6.817500,-1.035255238
6.820000,-1.032840997
6.822500,-1.030354787
6.825000,-1.027797609
6.827500,-1.025170517
6.830000,-1.022474617
6.832500,-1.019711071
6.835000,-1.016881095
6.837500,-1.013985963
6.840000,-1.011027004
6.842500,-1.008005606
6.845000,-1.004923216
6.847500,-1.001781340
6.850000,-0.998581544
6.852500,-0.995325457
6.855000,-0.992014768
6.857500,-0.988651230
6.860000,-0.985236660
6.862500,-0.981772940
6.865000,-0.978262015
6.867500,-0.974705898
6.870000,-0.971106670
6.872500,-0.967466476
6.875000,-0.963787532
6.877500,-0.960072122
6.880000,-0.956322600
6.882500,-0.952541389
6.885000,-0.948730982
6.887500,-0.944678409
6.890000,-0.940988199
6.892500,-0.936903290
6.895000,-0.932967387
6.897500,-0.929022990
6.900000,-0.925067511
6.902500,-0.921103727
6.905000,-0.917134666
6.907500,-0.913163440
6.910000,-0.909193235
6.912500,-0.905227313
6.915000,-0.901269011
6.917500,-0.897321739
6.920000,-0.893388983
6.922500,-0.889474303
6.925000,-0.885581334
6.927500,-0.881713783
6.930000,-0.877875432
6.932500,-0.874070137
6.935000,-0.870301829
6.937500,-0.866574510
6.940000,-0.862892261
6.942500,-0.859259235
6.945000,-0.855679667
6.947500,-0.852157866
6.950000,-0.848698228
6.952500,-0.845305232
6.955000,-0.841983447
6.957500,-0.838737542
6.960000,-0.835572288
6.962500,-0.832492574
6.965000,-0.829503419
6.967500,-0.826609991
6.970000,-0.823817632
6.972500,-0.821131888
6.975000,-0.818558556
6.977500,-0.816103740
6.980000,-0.813773932
6.982500,-0.811576130
6.985000,-0.809518007
6.987500,-0.807608173
6.990000,-0.805856598
6.992500,-0.804275366
6.995000,-0.802880200
6.997500,-0.801694287
7.000000,-0.800766132
7.002500,-0.799996901
7.005000,-0.799173364
7.007500,-0.798288338
7.010000,-0.797341696
7.012500,-0.796333602
7.015000,-0.795264288
7.017500,-0.794134041
7.020000,-0.792943206
7.022500,-0.791692185
7.025000,-0.790381437
7.027500,-0.789011474
7.030000,-0.787582869
7.032500,-0.786096247
7.035000,-0.784552290
7.037500,-0.782951735
7.040000,-0.781295375
7.042500,-0.779584057
7.045000,-0.777818682
7.047500,-0.776000206
7.050000,-0.774129639
7.052500,-0.772208044
7.055000,-0.770236536
7.057500,-0.768216284
7.060000,-0.766148508
7.062500,-0.764034482
7.065000,-0.761875528
7.067500,-0.759673021
7.070000,-0.757428384
7.072500,-0.755143092
7.075000,-0.752818667
7.077500,-0.750456680
7.080000,-0.748058748
7.082500,-0.745626536
7.085000,-0.743161756
7.087500,-0.740666163
7.090000,-0.738141556
7.092500,-0.735589779
7.095000,-0.733012716
7.097500,-0.730412295
7.100000,-0.727790481
7.102500,-0.725149279
7.105000,-0.722490733
7.107500,-0.719816921
7.110000,-0.717129957
7.112500,-0.714431988
7.115000,-0.711725193
7.117500,-0.709011782
7.120000,-0.706293993
7.122500,-0.703574091
7.125000,-0.700854366
7.127500,-0.698274949
7.130000,-0.695423436
7.132500,-0.692849753
7.135000,-0.690015189
7.137500,-0.687461590
7.140000,-0.684795425
7.142500,-0.682134193
7.145000,-0.679490859
7.147500,-0.676868797
7.150000,-0.674270516
7.152500,-0.671698454
7.155000,-0.669155037
7.157500,-0.666642684
7.160000,-0.664163807
7.162500,-0.661720805
7.165000,-0.659316063
7.167500,-0.656951948
7.170000,-0.654630805
7.172500,-0.652354954
7.175000,-0.650126689
7.177500,-0.647948270
7.180000,-0.645821924
7.182500,-0.643749839
7.185000,-0.641734160
7.187500,-0.639776990
7.190000,-0.637880379
7.192500,-0.636046329
7.195000,-0.634276784
7.197500,-0.632573629
7.200000,-0.630938689
7.202500,-0.629373721
7.205000,-0.627880416
7.207500,-0.626460390
7.210000,-0.625115186
7.212500,-0.623846272
7.215000,-0.622791951
7.217500,-0.621537707
7.220000,-0.620611564
7.222500,-0.619657599
7.225000,-0.618763762
7.227500,-0.617949198
7.230000,-0.617218555
7.232500,-0.616573398
7.235000,-0.616014579
7.237500,-0.615542725
7.240000,-0.615271847
7.242500,-0.614989125
7.245000,-0.614749147
7.247500,-0.614577125
7.250000,-0.614577125
7.252500,-0.614577125
7.255000,-0.614577125
7.257500,-0.614577125
7.260000,-0.614872470
7.262500,-0.615235958
7.265000,-0.615677937
7.267500,-0.616451924
7.270000,-0.616935087
7.272500,-0.617871148
7.275000,-0.618750266
7.277500,-0.619682731
7.280000,-0.620690616
7.282500,-0.621777517
7.285000,-0.622943153
7.287500,-0.624186382
7.290000,-0.625505827
7.292500,-0.626900003
7.295000,-0.628367343
7.297500,-0.629906210
7.300000,-0.631744830
7.302500,-0.633240634
7.305000,-0.635188417
7.307500,-0.637023073
7.310000,-0.638902584
7.312500,-0.640839721
7.315000,-0.642833828
7.317500,-0.644882996
7.320000,-0.646985165
7.322500,-0.649138225
7.325000,-0.651340033
7.327500,-0.653588414
7.330000,-0.655881164
7.332500,-0.658216052
7.335000,-0.660590827
7.337500,-0.663003218
7.340000,-0.665450936
7.342500,-0.667931681
7.345000,-0.670443139
7.347500,-0.672982991
7.350000,-0.675548912
7.352500,-0.678138571
7.355000,-0.680749642
7.357500,-0.683379796
7.360000,-0.686026712
7.362500,-0.688688074
7.365000,-0.691361575
7.367500,-0.694044920
7.370000,-0.696735826
7.372500,-0.699432026
7.375000,-0.702131268
7.377500,-0.704831320
7.380000,-0.707529972
7.382500,-0.710225033
7.385000,-0.712914338
7.387500,-0.715595746
7.390000,-0.718267143
7.392500,-0.720926443
7.395000,-0.723571591
7.397500,-0.726200559
7.400000,-0.728938467
7.402500,-0.731399593
7.405000,-0.734082206
7.407500,-0.736617114
7.410000,-0.739122277
7.412500,-0.741600372
7.415000,-0.744049758
7.417500,-0.746468669
7.420000,-0.748855378
7.422500,-0.751208195
7.425000,-0.753525477
7.427500,-0.755805622
7.430000,-0.758047070
7.432500,-0.760248308
7.435000,-0.762407866
7.437500,-0.764524321
7.440000,-0.766596295
7.442500,-0.768622457
7.445000,-0.770601522
7.447500,-0.772532254
7.450000,-0.774413463
7.452500,-0.776244010
7.455000,-0.778022801
7.457500,-0.779748793
7.460000,-0.781420993
7.462500,-0.783038457
7.465000,-0.784600290
7.467500,-0.786105649
7.470000,-0.787553739
7.472500,-0.788943820
7.475000,-0.790275197
7.477500,-0.791547231
7.480000,-0.792759333
7.482500,-0.793910964
7.485000,-0.795001638
7.487500,-0.796030920
7.490000,-0.796998428
7.492500,-0.797903829
7.495000,-0.798746845
7.497500,-0.799527249
7.500000,-0.800244864
7.502500,-0.801109536
7.505000,-0.802228822
7.507500,-0.803558574
7.510000,-0.805074582
7.512500,-0.806760671
7.515000,-0.808604509
7.517500,-0.810595978
7.520000,-0.812726371
7.522500,-0.814987953
7.525000,-0.817373690
7.527500,-0.819877069
7.530000,-0.822491983
7.532500,-0.825212644
7.535000,-0.828033523
7.537500,-0.830949305
7.540000,-0.833954855
7.542500,-0.837045194
7.545000,-0.840215474
7.547500,-0.843460970
7.550000,-0.846777064
7.552500,-0.850159236
7.555000,-0.853603055
7.557500,-0.857104178
7.560000,-0.860658342
7.562500,-0.864261361
7.565000,-0.867909123
7.567500,-0.871597591
7.570000,-0.875322797
7.572500,-0.879080844
7.575000,-0.882867902
7.577500,-0.886680213
7.580000,-0.890514083
7.582500,-0.894365889
7.585000,-0.898232073
7.587500,-0.902109145
7.590000,-0.905993684
7.592500,-0.909882334
7.595000,-0.913771806
7.597500,-0.917658881
7.600000,-0.921540404
7.602500,-0.925413288
7.605000,-0.929274515
7.607500,-0.933121131
7.610000,-0.936950250
7.612500,-0.940759054
7.615000,-0.944544789
7.617500,-0.948304769
7.620000,-0.952036372
7.622500,-0.955737045
7.625000,-0.959404297
7.627500,-0.963035703
7.630000,-0.966628903
7.632500,-0.970181599
7.635000,-0.973691558
7.637500,-0.977156610
7.640000,-0.980913542
7.642500,-0.984615747
7.645000,-0.988254686
7.647500,-0.991829440
7.650000,-0.995338379
7.652500,-0.998779860
7.655000,-1.002152299
7.657500,-1.005518934
7.660000,-1.008692990
7.662500,-1.011907557
7.665000,-1.014931122
7.667500,-1.017996234
7.670000,-1.020747156
7.672500,-1.023579473
7.675000,-1.026352564
7.677500,-1.029047373
7.680000,-1.031660605
7.682500,-1.034190984
7.685000,-1.036637518
7.687500,-1.038999292
7.690000,-1.041275436
7.692500,-1.043465124
7.695000,-1.045567570
7.697500,-1.047582032
7.700000,-1.049507805
7.702500,-1.051344223
7.705000,-1.053090658
7.707500,-1.054746522
7.710000,-1.056311259
7.712500,-1.057784351
7.715000,-1.059165316
7.717500,-1.060453704
7.720000,-1.061649100
7.722500,-1.062751122
7.725000,-1.063759420
7.727500,-1.064587275
7.730000,-1.065416046
7.732500,-1.066154247
7.735000,-1.066798531
7.737500,-1.067347996
7.740000,-1.067802318
7.742500,-1.068006493
7.745000,-1.068187718
7.747500,-1.068456427
7.750000,-1.068539610
7.752500,-1.068539610
7.755000,-1.068539610
7.757500,-1.068314217
7.760000,-1.068106484
7.762500,-1.067752024
7.765000,-1.067291549
7.767500,-1.066469439
7.770000,-1.065782268
7.772500,-1.064985956
7.775000,-1.064073301
7.777500,-1.063070444
7.780000,-1.062074592
7.782500,-1.060922048
7.785000,-1.059667637
7.787500,-1.058326735
7.790000,-1.056902436
7.792500,-1.055395679
7.795000,-1.053569946
7.797500,-1.052055176
7.800000,-1.050080195
7.802500,-1.048180809
7.805000,-1.046215573
7.807500,-1.044174317
7.810000,-1.042056921
7.812500,-1.039864072
7.815000,-1.037596563
7.817500,-1.035255238
7.820000,-1.032840997
7.822500,-1.030354787
7.825000,-1.027797609
7.827500,-1.025170517
7.830000,-1.022474617
7.832500,-1.019711071
7.835000,-1.016881095
7.837500,-1.013985963
7.840000,-1.011027004
7.842500,-1.008005606
7.845000,-1.004923216
7.847500,-1.001781340
7.850000,-0.998581544
7.852500,-0.995325457
7.855000,-0.992014768
7.857500,-0.988651230
7.860000,-0.985236660
7.862500,-0.981772940
7.865000,-0.978262015
7.867500,-0.974705898
7.870000,-0.971106670
7.872500,-0.967466476
7.875000,-0.963787532
