cycle_idx,motor_id,commanded_position_rad,actual_position_rad,motor_velocity_rads,motor_torque_nm,motor_temperature_c,commanded_timestamp_ns,feedback_timestamp_ns
0,5,2.3159384052174274e-06,-0.01073819321884966,0.07654042176579878,0.3616138187810918,23.0,1771019518773391102,1771019518774856765
1,5,0.0006604472653639735,-0.01073819321884966,-0.08325449385051797,0.38496047853022897,23.0,1771019518775869319,1771019518777015438
2,5,0.001321591059037116,-0.01073819321884966,0.0738547929319111,0.39326151310769997,23.0,1771019518778376609,1771019518779811291
3,5,0.0019838171356220554,-0.01073819321884966,-0.025513473921932928,0.4155705435346533,23.0,1771019518780864915,1771019518782043378
4,5,0.0026469515342714047,-0.01073819321884966,-0.026856288338876766,0.4617450483718357,23.0,1771019518783378247,1771019518784800544
5,5,0.003311042298390004,-0.01035468631817646,0.1154820398571701,0.46226386303292766,23.0,1771019518785866859,1771019518787004649
6,5,0.003976113505304101,-0.01073819321884966,0.044312875759146664,0.4949491866817235,23.0,1771019518788376707,1771019518789807980
7,5,0.00464216695436526,-0.01073819321884966,0.12085329752494545,0.4850917081209767,23.0,1771019518790865844,1771019518791966192
8,5,0.005309090700531594,-0.01073819321884966,0.12488174077577696,0.49598681600390737,23.0,1771019518793375834,1771019518794798263
9,5,0.005977076658957102,-0.01035468631817646,0.1732230597857649,0.515701773125401,23.0,1771019518795866320,1771019518796947260
10,5,0.006645831616425638,-0.01035468631817646,0.059083834345528885,0.5390484328745382,23.0,1771019518798376372,1771019518799798739
11,5,0.007315635493332322,-0.01035468631817646,0.09399700918606868,0.5395672475356301,23.0,1771019518800868084,1771019518801944162
12,5,0.007986327051104174,-0.01035468631817646,-0.06176946317941656,0.5722525711844222,23.0,1771019518803378216,1771019518804790595
13,5,0.008657889573858015,-0.01035468631817646,-0.00805688650166303,0.6080507827997697,23.0,1771019518805877800,1771019518807121113
14,5,0.009330360882969655,-0.01035468631817646,0.025513473921932928,0.613757744071781,23.0,1771019518808377191,1771019518809803307
15,5,0.01000370216223193,-0.01035468631817646,0.11816766869105777,0.6407361064485617,23.0,1771019518810865896,1771019518811873955
16,5,0.010677957763088653,-0.01035468631817646,0.021485030671101413,0.6583758049256876,23.0,1771019518813367900,1771019518814492616
17,5,0.011353109281801407,-0.01035468631817646,-0.029541917172764443,0.6858729819635603,23.0,1771019518815865501,1771019518816894556
