cycle_idx,motor_id,commanded_position_rad,actual_position_rad,motor_velocity_rads,motor_torque_nm,motor_temperature_c,commanded_timestamp_ns,feedback_timestamp_ns
0,4,-1.0472,-1.0285655076055575,-0.09475997192297192,-1.9739371929074956,22.0,1771020423181981927,1771020423183156210
1,4,-1.0472,-1.0285655076055575,-0.01876888332773774,-1.9190038758507022,22.0,1771020423184479891,1771020423185906158
2,4,-1.0472,-1.0285655076055575,0.017395550401317905,-1.9995727408673325,22.0,1771020423186960010,1771020423188121909
3,4,-1.0472,-1.0285655076055575,-0.0370799890133372,-1.812799462874235,22.0,1771020423189475888,1771020423190689665
4,4,-1.0472,-1.0285655076055575,-0.011902218695638567,-1.8054750205999959,22.0,1771020423191956495,1771020423192988829
5,4,-1.0472,-1.0285655076055575,0.014648884548478236,-1.8494216742454306,22.0,1771020423194478663,1771020423195913861
6,4,-1.0472,-1.0285655076055575,0.02426221503341708,-1.9190038758507022,22.0,1771020423196960891,1771020423198121987
7,4,-1.0472,-1.0285655076055575,0.01876888332773774,-1.9153416547135826,22.0,1771020423199479891,1771020423200898448
8,4,-1.0472,-1.0285655076055575,0.052186651203953716,-1.8640705587939088,22.0,1771020423201962888,1771020423203117540
9,4,-1.0472,-1.0285655076055575,-0.027008880886256748,-1.9739371929074956,22.0,1771020423204477307,1771020423205898737
10,4,-1.0472,-1.0285655076055575,0.01510666219061818,-1.9483016449476587,22.0,1771020423206962795,1771020423208105692
11,4,-1.0472,-1.0285655076055575,-0.01602221747489807,-1.9006927701651044,22.0,1771020423209477986,1771020423210853429
12,4,-1.0472,-1.0285655076055575,0.033417767876215976,-1.9190038758507022,22.0,1771020423211978644,1771020423213180228
13,4,-1.0472,-1.0285655076055575,-0.09063997314371242,-2.010559404278691,22.0,1771020423214476488,1771020423215841406
14,4,-1.0472,-1.0281820007048843,0.010071108127078787,-1.8897061067537457,22.0,1771020423216963083,1771020423218131048
15,4,-1.0472,-1.0285655076055575,0.06683553575243528,-1.8750572222052675,22.0,1771020423219461134,1771020423220479153
16,4,-1.0472,-1.0285655076055575,-0.009155552842798897,-1.8677327799310284,22.0,1771020423221956992,1771020423222866160
