t,right_hip1_joint,right_hip2_joint,right_thigh_joint,right_knee_joint,right_ankle_joint
1.862500,0.058550357,-0.000043444,-0.000147008,-0.668867769,0.397746557
1.865000,0.058193838,-0.000043476,-0.000147198,-0.668591205,0.397520403
1.867500,0.057839575,-0.000043510,-0.000147387,-0.668305959,0.397292112
1.870000,0.057557229,-0.000043535,-0.000147531,-0.668070543,0.397098910
1.872500,0.057368424,-0.000043551,-0.000147617,-0.667907735,0.396954020
1.875000,0.057368424,-0.000043551,-0.000147617,-0.667907735,0.396954020
1.877500,0.057368424,-0.000043551,-0.000147617,-0.667907735,0.396954020
1.880000,0.057368424,-0.000043551,-0.000147617,-0.667907735,0.396954020
1.882500,0.057603761,-0.000043519,-0.000147441,-0.668064987,0.397024386
1.885000,0.057932090,-0.000043475,-0.000147208,-0.668320343,0.397152148
1.887500,0.058361304,-0.000043418,-0.000146914,-0.668664710,0.397336397
1.890000,0.058892939,-0.000043350,-0.000146557,-0.669095019,0.397576573
1.892500,0.059526983,-0.000043269,-0.000146138,-0.669609847,0.397872246
1.895000,0.060263021,-0.000043175,-0.000145657,-0.670208172,0.398222995
1.897500,0.061100491,-0.000043070,-0.000145114,-0.670889009,0.398628355
1.900000,0.062330296,-0.000042904,-0.000144309,-0.671949131,0.399230509
1.902500,0.063172874,-0.000042800,-0.000143765,-0.672609940,0.399634323
1.905000,0.064581582,-0.000042613,-0.000142853,-0.673795188,0.400331105
1.907500,0.065878527,-0.000042443,-0.000142014,-0.674865267,0.400966194
1.910000,0.067251221,-0.000042263,-0.000141130,-0.675983257,0.401640658
1.912500,0.068717051,-0.000042071,-0.000140192,-0.677170694,0.402365816
1.915000,0.070276898,-0.000041867,-0.000139198,-0.678428911,0.403142150
1.917500,0.071929837,-0.000041650,-0.000138150,-0.679756483,0.403968758
1.920000,0.073674683,-0.000041421,-0.000137049,-0.681151554,0.404844517
1.922500,0.075510170,-0.000041178,-0.000135894,-0.682612144,0.405768224
1.925000,0.077434970,-0.000040922,-0.000134687,-0.684136181,0.406738620
1.927500,0.079447702,-0.000040653,-0.000133429,-0.685721521,0.407754394
1.930000,0.081546930,-0.000040371,-0.000132121,-0.687365945,0.408814187
1.932500,0.083731170,-0.000040074,-0.000130763,-0.689067165,0.409916597
1.935000,0.085998887,-0.000039765,-0.000129356,-0.690822832,0.411060182
1.937500,0.088348499,-0.000039441,-0.000127902,-0.692630540,0.412243464
1.940000,0.090778381,-0.000039104,-0.000126400,-0.694487824,0.413464934
1.942500,0.093286865,-0.000038752,-0.000124854,-0.696392176,0.414723052
1.945000,0.095872242,-0.000038386,-0.000123262,-0.698341038,0.416016256
1.947500,0.098532765,-0.000038006,-0.000121626,-0.700331816,0.417342960
1.950000,0.101266652,-0.000037612,-0.000119948,-0.702361878,0.418701564
1.952500,0.104072085,-0.000037203,-0.000118228,-0.704428563,0.420090451
1.955000,0.106947215,-0.000036780,-0.000116468,-0.706529181,0.421507995
1.957500,0.109890163,-0.000036342,-0.000114668,-0.708661023,0.422952563
1.960000,0.112899021,-0.000035889,-0.000112829,-0.710821362,0.424422518
1.962500,0.115971857,-0.000035422,-0.000110953,-0.713007455,0.425916222
1.965000,0.119106713,-0.000034940,-0.000109041,-0.715216553,0.427432039
1.967500,0.122301609,-0.000034444,-0.000107094,-0.717445899,0.428968338
1.970000,0.125554547,-0.000033933,-0.000105112,-0.719692739,0.430523495
1.972500,0.128863507,-0.000033407,-0.000103098,-0.721954318,0.432095899
1.975000,0.132226455,-0.000032867,-0.000101052,-0.724227889,0.433683948
1.977500,0.135641342,-0.000032312,-0.000098975,-0.726510716,0.435286057
1.980000,0.139106105,-0.000031743,-0.000096869,-0.728800077,0.436900659
1.982500,0.142618671,-0.000031160,-0.000094734,-0.731093267,0.438526202
1.985000,0.146176956,-0.000030562,-0.000092572,-0.733387601,0.440161160
1.987500,0.149778869,-0.000029951,-0.000090384,-0.735680420,0.441804027
1.990000,0.153422312,-0.000029326,-0.000088171,-0.737969091,0.443453320
1.992500,0.157105183,-0.000028687,-0.000085935,-0.740251012,0.445107584
1.995000,0.160825377,-0.000028034,-0.000083675,-0.742523612,0.446765390
1.997500,0.164580785,-0.000027369,-0.000081395,-0.744784360,0.448425337
2.000000,0.168369300,-0.000026690,-0.000079093,-0.747030760,0.450086053
2.002500,0.172431819,-0.000025953,-0.000076659,-0.749474825,0.451908575
2.005000,0.176052024,-0.000025301,-0.000074459,-0.751488180,0.453452122
2.007500,0.180150471,-0.000024544,-0.000072001,-0.753861619,0.455253647
2.010000,0.183819810,-0.000023869,-0.000069769,-0.755832140,0.456789190
2.012500,0.187967300,-0.000023088,-0.000067279,-0.758151868,0.458577644
2.015000,0.191910111,-0.000022348,-0.000064912,-0.760258907,0.460249053
2.017500,0.195865479,-0.000021598,-0.000062535,-0.762327827,0.461907004
2.020000,0.199837303,-0.000020838,-0.000060146,-0.764364139,0.463554099
2.022500,0.203823717,-0.000020068,-0.000057745,-0.766366096,0.465189423
2.025000,0.207822684,-0.000019287,-0.000055334,-0.768331723,0.466811968
2.027500,0.211832179,-0.000018498,-0.000052913,-0.770259093,0.468420758
2.030000,0.215850188,-0.000017699,-0.000050485,-0.772146345,0.470014850
2.032500,0.219874715,-0.000016892,-0.000048049,-0.773991680,0.471593338
2.035000,0.223903784,-0.000016077,-0.000045607,-0.775793367,0.473155352
2.037500,0.227935433,-0.000015255,-0.000043160,-0.777549740,0.474700054
2.040000,0.231967724,-0.000014425,-0.000040709,-0.779259205,0.476226645
2.042500,0.235998737,-0.000013590,-0.000038256,-0.780920234,0.477734357
2.045000,0.240026576,-0.000012748,-0.000035800,-0.782531373,0.479222459
2.047500,0.244049366,-0.000011901,-0.000033344,-0.784091238,0.480690251
2.050000,0.248065258,-0.000011049,-0.000030888,-0.785598518,0.482137070
2.052500,0.252072428,-0.000010193,-0.000028433,-0.787051976,0.483562284
2.055000,0.256069077,-0.000009333,-0.000025980,-0.788450449,0.484965294
2.057500,0.260053434,-0.000008470,-0.000023531,-0.789792850,0.486345533
2.060000,0.264023756,-0.000007604,-0.000021086,-0.791078168,0.487702467
2.062500,0.267978328,-0.000006737,-0.000018646,-0.792305466,0.489035592
2.065000,0.271915468,-0.000005868,-0.000016213,-0.793473888,0.490344437
2.067500,0.275833523,-0.000004998,-0.000013786,-0.794582653,0.491628559
2.070000,0.279730871,-0.000004128,-0.000011368,-0.795631057,0.492887548
2.072500,0.283605924,-0.000003259,-0.000008959,-0.796618477,0.494121020
2.075000,0.287457129,-0.000002391,-0.000006560,-0.797544366,0.495328624
2.077500,0.291282964,-0.000001524,-0.000004172,-0.798408258,0.496510034
2.080000,0.295081947,-0.000000660,-0.000001795,-0.799209763,0.497664954
2.082500,0.298852627,0.000000201,0.000000568,-0.799948573,0.498793118
2.085000,0.302662414,0.000001075,0.000002962,-0.800764671,0.499950941
2.087500,0.306664135,0.000001999,0.000005486,-0.801970988,0.501264663
2.090000,0.310828530,0.000002967,0.000008120,-0.803508578,0.502709784
2.092500,0.315135148,0.000003978,0.000010851,-0.805337021,0.504269104
2.095000,0.319570556,0.000005028,0.000013671,-0.807430298,0.505931147
2.097500,0.324124476,0.000006118,0.000016574,-0.809768878,0.507686975
2.100000,0.328788315,0.000007246,0.000019555,-0.812336724,0.509528996
2.102500,0.333554508,0.000008413,0.000022608,-0.815119931,0.511450425
2.105000,0.338416159,0.000009618,0.000025729,-0.818106005,0.513445004
2.107500,0.343366836,0.000010860,0.000028916,-0.821283433,0.515506847
2.110000,0.348400437,0.000012140,0.000032164,-0.824641417,0.517630336
2.112500,0.353511108,0.000013458,0.000035469,-0.828169700,0.519810072
2.115000,0.358693180,0.000014812,0.000038829,-0.831858442,0.522040826
2.117500,0.363941131,0.000016205,0.000042240,-0.835698140,0.524317525
2.120000,0.369249558,0.000017634,0.000045699,-0.839679568,0.526635230
2.122500,0.374613150,0.000019100,0.000049203,-0.843793736,0.528989134
2.125000,0.380026683,0.000020603,0.000052749,-0.848031858,0.531374552
2.127500,0.385484998,0.000022142,0.000056334,-0.852385331,0.533786925
2.130000,0.390983002,0.000023717,0.000059955,-0.856845718,0.536221814
2.132500,0.396515658,0.000025327,0.000063610,-0.861404741,0.538674909
2.135000,0.402077983,0.000026973,0.000067294,-0.866054270,0.541142022
2.137500,0.407665045,0.000028652,0.000071006,-0.870786319,0.543619097
2.140000,0.413271960,0.000030366,0.000074743,-0.875593043,0.546102206
2.142500,0.418893895,0.000032113,0.000078501,-0.880466738,0.548587557
2.145000,0.424526064,0.000033892,0.000082278,-0.885399835,0.551071490
2.147500,0.430163730,0.000035702,0.000086071,-0.890384905,0.553550484
2.150000,0.435802206,0.000037543,0.000089878,-0.895414660,0.556021151
2.152500,0.441436854,0.000039413,0.000093695,-0.900481949,0.558480246
2.155000,0.447063088,0.000041312,0.000097521,-0.905579763,0.560924659
2.157500,0.452676372,0.000043237,0.000101351,-0.910701234,0.563351418
2.160000,0.458272227,0.000045189,0.000105184,-0.915839636,0.565757689
2.162500,0.463846224,0.000047165,0.000109017,-0.920988389,0.568140775
2.165000,0.469393992,0.000049164,0.000112846,-0.926141057,0.570498112
2.167500,0.474911216,0.000051185,0.000116670,-0.931291348,0.572827270
2.170000,0.480393639,0.000053226,0.000120485,-0.936433118,0.575125949
2.172500,0.485837064,0.000055285,0.000124290,-0.941560369,0.577391978
2.175000,0.491237353,0.000057361,0.000128081,-0.946667252,0.579623311
2.177500,0.496590431,0.000059451,0.000131855,-0.951748062,0.581818025
2.180000,0.501892283,0.000061554,0.000135610,-0.956797244,0.583974316
2.182500,0.507138962,0.000063668,0.000139343,-0.961809391,0.586090497
2.185000,0.512326584,0.000065791,0.000143052,-0.966779240,0.588164991
2.187500,0.517451329,0.000067921,0.000146734,-0.971701678,0.590196333
2.190000,0.522509448,0.000070055,0.000150386,-0.976571735,0.592183161
2.192500,0.527497258,0.000072192,0.000154006,-0.981384589,0.594124215
2.195000,0.532411147,0.000074328,0.000157590,-0.986135561,0.596018333
2.197500,0.537247571,0.000076463,0.000161137,-0.990820116,0.597864446
2.200000,0.542003061,0.000078592,0.000164644,-0.995433860,0.599661575
2.202500,0.547005070,0.000080881,0.000168318,-1.000345024,0.599598311
2.205000,0.551924800,0.000083170,0.000171949,-1.005185808,0.599618281
2.207500,0.556740841,0.000085445,0.000175525,-1.009926334,0.599637938
2.210000,0.561450558,0.000087703,0.000179043,-1.014563508,0.599656549
2.212500,0.566050965,0.000089942,0.000182502,-1.019093979,0.599674076
2.215000,0.570539131,0.000092159,0.000185898,-1.023514502,0.599690534
2.217500,0.574912210,0.000094349,0.000189229,-1.027821965,0.599705942
2.220000,0.579167439,0.000096512,0.000192492,-1.032013390,0.599720318
2.222500,0.583302142,0.000098643,0.000195686,-1.036085927,0.599733679
2.225000,0.587313730,0.000100740,0.000198807,-1.040036853,0.599746041
2.227500,0.591199699,0.000102800,0.000201853,-1.043863569,0.599757420
2.230000,0.594957630,0.000104820,0.000204822,-1.047563597,0.599767830
2.232500,0.598585192,0.000106796,0.000207712,-1.051134574,0.599777285
2.235000,0.602080142,0.000108727,0.000210520,-1.054574257,0.599785798
2.237500,0.605440321,0.000110609,0.000213244,-1.057880511,0.599793381
2.240000,0.608663662,0.000112439,0.000215882,-1.061051312,0.599800046
2.242500,0.611748183,0.000114215,0.000218431,-1.064084747,0.599805804
2.245000,0.614691994,0.000115933,0.000220889,-1.066979004,0.599810664
2.247500,0.617493291,0.000117592,0.000223254,-1.069732377,0.599814636
2.250000,0.620150363,0.000119188,0.000225524,-1.072343261,0.599817728
2.252500,0.622661587,0.000120719,0.000227697,-1.074810149,0.599819948
2.255000,0.625025433,0.000122182,0.000229771,-1.077131633,0.599821303
2.257500,0.627240462,0.000123575,0.000231744,-1.079306401,0.599821800
2.260000,0.629305326,0.000124896,0.000233614,-1.081333233,0.599821444
2.262500,0.631218770,0.000126143,0.000235378,-1.083211004,0.599820240
2.265000,0.632979635,0.000127312,0.000237037,-1.084938679,0.599818194
2.267500,0.634586851,0.000128403,0.000238587,-1.086515314,0.599815308
2.270000,0.636039445,0.000129413,0.000240027,-1.087940052,0.599811586
2.272500,0.637336537,0.000130341,0.000241355,-1.089212125,0.599807030
2.275000,0.638477345,0.000131184,0.000242570,-1.090330851,0.599801643
2.277500,0.639412473,0.000131834,0.000243496,-1.091238181,0.599460861
2.280000,0.640256267,0.000132441,0.000244354,-1.092067032,0.599451905
2.282500,0.640831139,0.000132892,0.000245034,-1.092629872,0.600000000
2.285000,0.641416670,0.000133365,0.000245707,-1.093207802,0.599856749
2.287500,0.641636532,0.000133550,0.000245999,-1.093418001,0.600000000
2.290000,0.641931694,0.000133791,0.000246332,-1.093709235,0.599463485
2.292500,0.641995822,0.000133901,0.000246511,-1.093778114,0.599811896
2.295000,0.641995822,0.000133901,0.000246511,-1.093778114,0.599811896
2.297500,0.641995822,0.000133901,0.000246511,-1.093778114,0.599811896
2.300000,0.641384673,0.000133660,0.000246225,-1.093204555,0.599904884
2.302500,0.640764501,0.000133403,0.000245935,-1.092603622,0.599987349
2.305000,0.640035353,0.000133087,0.000245568,-1.091894917,0.600000000
2.307500,0.639236852,0.000132740,0.000245146,-1.091121376,0.599254513
2.310000,0.638275790,0.000132305,0.000244610,-1.090190812,0.599209249
2.312500,0.637134015,0.000131771,0.000243949,-1.089083020,0.599092283
2.315000,0.635435587,0.000130981,0.000243023,-1.087397855,0.599063329
2.317500,0.634241998,0.000130421,0.000242312,-1.086250204,0.598919189
2.320000,0.632261934,0.000129479,0.000241168,-1.084295454,0.598766336
2.322500,0.630412961,0.000128607,0.000240095,-1.082481056,0.598653837
2.325000,0.628445876,0.000127672,0.000238926,-1.080555968,0.598485425
2.327500,0.626341979,0.000126663,0.000237649,-1.078497827,0.598253431
2.330000,0.624100898,0.000125580,0.000236263,-1.076305681,0.597957857
2.332500,0.621723832,0.000124425,0.000234770,-1.073980639,0.597599373
2.335000,0.619212199,0.000123199,0.000233169,-1.071524094,0.597178712
2.337500,0.616567524,0.000121905,0.000231463,-1.068937564,0.596696618
2.340000,0.613791427,0.000120543,0.000229652,-1.066222681,0.596153837
2.342500,0.610885623,0.000119116,0.000227738,-1.063381186,0.595551123
2.345000,0.607851923,0.000117625,0.000225721,-1.060414936,0.594889237
2.347500,0.604692229,0.000116074,0.000223603,-1.057325905,0.594168947
2.350000,0.601408536,0.000114464,0.000221386,-1.054116180,0.593391030
2.352500,0.598002932,0.000112797,0.000219070,-1.050787971,0.592556273
2.355000,0.594477595,0.000111076,0.000216659,-1.047343606,0.591665475
2.357500,0.590834792,0.000109303,0.000214153,-1.043785535,0.590719447
2.360000,0.587076882,0.000107481,0.000211555,-1.040116335,0.589719013
2.362500,0.583206310,0.000105612,0.000208866,-1.036338707,0.588665015
2.365000,0.579225610,0.000103700,0.000206088,-1.032455481,0.587558311
2.367500,0.575137403,0.000101746,0.000203225,-1.028469616,0.586399778
2.370000,0.570944396,0.000099754,0.000200277,-1.024384205,0.585190315
2.372500,0.566649382,0.000097725,0.000197247,-1.020202474,0.583930844
2.375000,0.562255236,0.000095664,0.000194138,-1.015927782,0.582622311
2.377500,0.557764920,0.000093573,0.000190953,-1.011563631,0.581265693
2.380000,0.553181476,0.000091454,0.000187693,-1.007113658,0.579861992
2.382500,0.548508031,0.000089311,0.000184362,-1.002581645,0.578412249
2.385000,0.543747791,0.000087146,0.000180962,-0.997971514,0.576917534
2.387500,0.538904043,0.000084962,0.000177496,-0.993287336,0.575378960
2.390000,0.533980154,0.000082763,0.000173967,-0.988533325,0.573797680
2.392500,0.528979571,0.000080550,0.000170378,-0.983713846,0.572174890
2.395000,0.523905817,0.000078327,0.000166731,-0.978833413,0.570511834
2.397500,0.518762493,0.000076097,0.000163031,-0.973896692,0.568809809
2.400000,0.513553276,0.000073862,0.000159281,-0.968908500,0.567070164
2.402500,0.508281920,0.000071624,0.000155482,-0.963873809,0.565294307
2.405000,0.502952251,0.000069388,0.000151639,-0.958797748,0.563483708
2.407500,0.497185601,0.000066913,0.000147370,-0.953243867,0.561682836
2.410000,0.492063393,0.000064829,0.000143652,-0.948455472,0.559948214
2.412500,0.486222905,0.000062387,0.000139324,-0.942878459,0.558084538
2.415000,0.481020429,0.000060324,0.000135550,-0.938054643,0.556290986
2.417500,0.475095829,0.000057910,0.000131163,-0.932441529,0.554357884
2.420000,0.469452856,0.000055651,0.000126957,-0.927175636,0.552540590
2.422500,0.463790378,0.000053417,0.000122741,-0.921922310,0.550696106
2.425000,0.458104929,0.000051207,0.000118514,-0.916676791,0.548822487
2.427500,0.452400719,0.000049022,0.000114280,-0.911445267,0.546922072
2.430000,0.446682229,0.000046865,0.000110042,-0.906234425,0.544997418
2.432500,0.440954012,0.000044736,0.000105804,-0.901051121,0.543051187
2.435000,0.435220681,0.000042638,0.000101570,-0.895902363,0.541086140
2.437500,0.429486908,0.000040573,0.000097344,-0.890795315,0.539105148
2.440000,0.423757427,0.000038541,0.000093129,-0.885737292,0.537111193
2.442500,0.418037025,0.000036544,0.000088930,-0.880735757,0.535107371
2.445000,0.412330545,0.000034583,0.000084749,-0.875798324,0.533096901
2.447500,0.406642885,0.000032659,0.000080591,-0.870932753,0.531083123
2.450000,0.400978994,0.000030774,0.000076460,-0.866146949,0.529069506
2.452500,0.395343875,0.000028928,0.000072359,-0.861448965,0.527059650
2.455000,0.389742582,0.000027121,0.000068292,-0.856847000,0.525057288
2.457500,0.384180222,0.000025356,0.000064262,-0.852349404,0.523066292
2.460000,0.378661959,0.000023632,0.000060273,-0.847964681,0.521090674
2.462500,0.373193011,0.000021950,0.000056330,-0.843701498,0.519134593
2.465000,0.367778665,0.000020310,0.000052435,-0.839568695,0.517202356
2.467500,0.362424278,0.000018712,0.000048593,-0.835575305,0.515298429
2.470000,0.357135288,0.000017158,0.000044806,-0.831730574,0.513427440
2.472500,0.351917238,0.000015646,0.000041079,-0.828044003,0.511594194
2.475000,0.346775794,0.000014178,0.000037416,-0.824525389,0.509803690
2.477500,0.341716780,0.000012753,0.000033820,-0.821184904,0.508061142
2.480000,0.336746230,0.000011372,0.000030295,-0.818033190,0.506372013
2.482500,0.331870459,0.000010034,0.000026845,-0.815081509,0.504742073
2.485000,0.327096169,0.000008740,0.000023475,-0.812341968,0.503177474
2.487500,0.322430623,0.000007489,0.000020188,-0.809827864,0.501684885
2.490000,0.317881921,0.000006283,0.000016991,-0.807554260,0.500271709
2.492500,0.313459506,0.000005122,0.000013888,-0.805539014,0.498946487
2.495000,0.309175178,0.000004007,0.000010888,-0.803804867,0.497719718
2.497500,0.305045679,0.000002940,0.000008000,-0.802384724,0.496605970
2.500000,0.301104776,0.000001928,0.000005247,-0.801346347,0.495633771
2.502500,0.297285998,0.000000952,0.000002584,-0.800553279,0.494749590
2.505000,0.293445431,-0.000000021,-0.000000080,-0.799710256,0.493835829
2.507500,0.289579211,-0.000000994,-0.000002749,-0.798807078,0.492889005
2.510000,0.285688522,-0.000001966,-0.000005423,-0.797843605,0.491909662
2.512500,0.281774769,-0.000002936,-0.000008099,-0.796820135,0.490898491
2.515000,0.277839403,-0.000003903,-0.000010779,-0.795737066,0.489856194
2.517500,0.273883914,-0.000004868,-0.000013460,-0.794594878,0.488783479
2.520000,0.269909833,-0.000005830,-0.000016143,-0.793394140,0.487681063
2.522500,0.265918724,-0.000006788,-0.000018825,-0.792135504,0.486549669
2.525000,0.261912191,-0.000007741,-0.000021508,-0.790819706,0.485390029
2.527500,0.257891873,-0.000008689,-0.000024189,-0.789447566,0.484202886
2.530000,0.253859441,-0.000009632,-0.000026868,-0.788019987,0.482988992
2.532500,0.249816603,-0.000010569,-0.000029543,-0.786537955,0.481749110
2.535000,0.245765097,-0.000011499,-0.000032215,-0.785002537,0.480484015
2.537500,0.241706693,-0.000012422,-0.000034881,-0.783414882,0.479194494
2.540000,0.237643190,-0.000013337,-0.000037542,-0.781776216,0.477881350
2.542500,0.233576419,-0.000014244,-0.000040195,-0.780087848,0.476545396
2.545000,0.229508235,-0.000015143,-0.000042841,-0.778351161,0.475187463
2.547500,0.225440523,-0.000016032,-0.000045477,-0.776567619,0.473808397
2.550000,0.221375192,-0.000016911,-0.000048103,-0.774738757,0.472409060
2.552500,0.217314176,-0.000017780,-0.000050718,-0.772866189,0.470990331
2.555000,0.213259432,-0.000018639,-0.000053321,-0.770951600,0.469553110
2.557500,0.209212939,-0.000019486,-0.000055911,-0.768996745,0.468098314
2.560000,0.205176696,-0.000020321,-0.000058486,-0.767003452,0.466626879
2.562500,0.201152721,-0.000021145,-0.000061046,-0.764973617,0.465139762
2.565000,0.197143053,-0.000021956,-0.000063589,-0.762909201,0.463637944
2.567500,0.193149744,-0.000022754,-0.000066114,-0.760812232,0.462122426
2.570000,0.189174863,-0.000023538,-0.000068621,-0.758684802,0.460594232
2.572500,0.185220494,-0.000024310,-0.000071107,-0.756529061,0.459054410
2.575000,0.181288730,-0.000025067,-0.000073573,-0.754347221,0.457504033
2.577500,0.177381679,-0.000025810,-0.000076016,-0.752141550,0.455944197
2.580000,0.173501455,-0.000026538,-0.000078436,-0.749914371,0.454376026
2.582500,0.169650183,-0.000027252,-0.000080831,-0.747668059,0.452800668
2.585000,0.165829992,-0.000027950,-0.000083201,-0.745405038,0.451219299
2.587500,0.162043017,-0.000028633,-0.000085544,-0.743127781,0.449633121
2.590000,0.158291396,-0.000029301,-0.000087859,-0.740838804,0.448043363
2.592500,0.154577267,-0.000029953,-0.000090145,-0.738540665,0.446451282
2.595000,0.150902771,-0.000030589,-0.000092400,-0.736235960,0.444858162
2.597500,0.147270043,-0.000031209,-0.000094625,-0.733927321,0.443265315
2.600000,0.143681217,-0.000031813,-0.000096817,-0.731617413,0.441674080
2.602500,0.140138420,-0.000032401,-0.000098975,-0.729308927,0.440085822
2.605000,0.136643771,-0.000032972,-0.000101099,-0.727004583,0.438501935
2.607500,0.133199382,-0.000033527,-0.000103187,-0.724707121,0.436923837
2.610000,0.129807350,-0.000034065,-0.000105238,-0.722419298,0.435352974
2.612500,0.126469761,-0.000034588,-0.000107252,-0.720143887,0.433790814
2.615000,0.123188684,-0.000035093,-0.000109226,-0.717883672,0.432238852
2.617500,0.119966173,-0.000035582,-0.000111160,-0.715641440,0.430698602
2.620000,0.116804260,-0.000036055,-0.000113054,-0.713419984,0.429171604
2.622500,0.113704955,-0.000036512,-0.000114905,-0.711222093,0.427659412
2.625000,0.110670246,-0.000036952,-0.000116713,-0.709050550,0.426163604
2.627500,0.107702094,-0.000037377,-0.000118477,-0.706908125,0.424685771
2.630000,0.104802432,-0.000037785,-0.000120195,-0.704797577,0.423227520
2.632500,0.101973161,-0.000038177,-0.000121868,-0.702721641,0.421790467
2.635000,0.099216152,-0.000038553,-0.000123494,-0.700683030,0.420376242
2.637500,0.096533238,-0.000038914,-0.000125072,-0.698684426,0.418986480
2.640000,0.093926217,-0.000039260,-0.000126601,-0.696728478,0.417622819
2.642500,0.091559205,-0.000039570,-0.000128011,-0.694993636,0.416415328
2.645000,0.088946056,-0.000039912,-0.000129539,-0.692955328,0.415010538
2.647500,0.086724336,-0.000040195,-0.000130856,-0.691301703,0.413855587
2.650000,0.084441688,-0.000040487,-0.000132208,-0.689550541,0.412649156
2.652500,0.082228675,-0.000040767,-0.000133515,-0.687834184,0.411466415
2.655000,0.080099766,-0.000041033,-0.000134769,-0.686172611,0.410317761
2.657500,0.078057859,-0.000041284,-0.000135968,-0.684570392,0.409205788
2.660000,0.076104554,-0.000041521,-0.000137110,-0.683030047,0.408132119
2.662500,0.074241258,-0.000041743,-0.000138197,-0.681553769,0.407098238
2.665000,0.072469298,-0.000041952,-0.000139226,-0.680143643,0.406105581
2.667500,0.070789941,-0.000042147,-0.000140197,-0.678801661,0.405155548
2.670000,0.069204392,-0.000042328,-0.000141110,-0.677529729,0.404249500
2.672500,0.067713791,-0.000042496,-0.000141964,-0.676329659,0.403388754
2.675000,0.066319214,-0.000042650,-0.000142758,-0.675203167,0.402574580
2.677500,0.065021666,-0.000042792,-0.000143493,-0.674151865,0.401808200
2.680000,0.063822088,-0.000042920,-0.000144167,-0.673177265,0.401090778
2.682500,0.062721345,-0.000043036,-0.000144780,-0.672280769,0.400423420
2.685000,0.061720235,-0.000043140,-0.000145333,-0.671463667,0.399807173
2.687500,0.060819481,-0.000043231,-0.000145823,-0.670727137,0.399243017
2.690000,0.060019730,-0.000043309,-0.000146253,-0.670072239,0.398731862
2.692500,0.059321558,-0.000043376,-0.000146620,-0.669499916,0.398274549
2.695000,0.058725459,-0.000043430,-0.000146925,-0.669010986,0.397871843
2.697500,0.058342701,-0.000043465,-0.000147131,-0.668714149,0.397631976
2.700000,0.057956606,-0.000043502,-0.000147339,-0.668403561,0.397386818
2.702500,0.057640634,-0.000043532,-0.000147503,-0.668140783,0.397175565
2.705000,0.057417596,-0.000043551,-0.000147610,-0.667949804,0.397012143
2.707500,0.057294813,-0.000043558,-0.000147656,-0.667839762,0.396901626
2.710000,0.057294813,-0.000043558,-0.000147656,-0.667839762,0.396901626
2.712500,0.057294813,-0.000043558,-0.000147656,-0.667839762,0.396901626
2.715000,0.057514477,-0.000043528,-0.000147489,-0.667991015,0.396966065
2.717500,0.057814363,-0.000043487,-0.000147274,-0.668226105,0.397079884
2.720000,0.058211124,-0.000043434,-0.000147000,-0.668545011,0.397247411
2.722500,0.058709084,-0.000043369,-0.000146665,-0.668948096,0.397469942
2.725000,0.059309155,-0.000043292,-0.000146267,-0.669435227,0.397747715
2.727500,0.060011243,-0.000043203,-0.000145806,-0.670005878,0.398080564
2.730000,0.060814914,-0.000043102,-0.000145284,-0.670659267,0.398468128
2.732500,0.061719576,-0.000042988,-0.000144701,-0.671394441,0.398909931
2.735000,0.063036128,-0.000042811,-0.000143844,-0.672528153,0.399561425
2.737500,0.063930850,-0.000042700,-0.000143268,-0.673228739,0.399993028
2.740000,0.065419080,-0.000042504,-0.000142310,-0.674478508,0.400734232
2.742500,0.066781792,-0.000042325,-0.000141432,-0.675600290,0.401406035
2.745000,0.068218307,-0.000042137,-0.000140510,-0.676767304,0.402115743
2.747500,0.069747106,-0.000041937,-0.000139535,-0.678002424,0.402875370
2.750000,0.071369148,-0.000041724,-0.000138505,-0.679307099,0.403685440
2.752500,0.073083480,-0.000041499,-0.000137422,-0.680679867,0.404545023
2.755000,0.074888880,-0.000041260,-0.000136285,-0.682118819,0.405452957
2.757500,0.076784042,-0.000041009,-0.000135095,-0.683621918,0.406408002
2.760000,0.078767602,-0.000040744,-0.000133854,-0.685187044,0.407408865
2.762500,0.080838145,-0.000040466,-0.000132562,-0.686812001,0.408454202
2.765000,0.082994200,-0.000040175,-0.000131221,-0.688494526,0.409542626
2.767500,0.085234249,-0.000039870,-0.000129830,-0.690232288,0.410672708
2.770000,0.087556726,-0.000039551,-0.000128392,-0.692022900,0.411842982
2.772500,0.089960020,-0.000039218,-0.000126906,-0.693863917,0.413051947
2.775000,0.092442477,-0.000038871,-0.000125374,-0.695752843,0.414298075
2.777500,0.095002402,-0.000038510,-0.000123797,-0.697687137,0.415579809
2.780000,0.097638060,-0.000038134,-0.000122176,-0.699664217,0.416895573
2.782500,0.100347680,-0.000037745,-0.000120512,-0.701681462,0.418243770
2.785000,0.103129457,-0.000037341,-0.000118806,-0.703736220,0.419622789
2.787500,0.105981550,-0.000036922,-0.000117059,-0.705825812,0.421031006
2.790000,0.108902092,-0.000036489,-0.000115272,-0.707947534,0.422466791
2.792500,0.111889183,-0.000036042,-0.000113446,-0.710098664,0.423928507
2.795000,0.114940899,-0.000035579,-0.000111582,-0.712276464,0.425414517
2.797500,0.118055290,-0.000035102,-0.000109682,-0.714478186,0.426923183
2.800000,0.121230385,-0.000034611,-0.000107746,-0.716701077,0.428452872
