t,pL_tx,pL_ty,pL_tz,pR_tx,pR_ty,pR_tz,ik_err_L,ik_err_R,ik_ok_L,ik_ok_R,left_hip1_joint,left_hip2_joint,left_thigh_joint,left_knee_joint,left_ankle_joint,right_hip1_joint,right_hip2_joint,right_thigh_joint,right_knee_joint,right_ankle_joint
0.097500,-0.000420000,-0.056584518,0.038113650,-0.310851000,-0.056584518,0.034888271,4.611480070e-05,0.000000000e+00,1,1,0.314772452,-0.000003620,0.000009510,-0.830083315,0.511923471,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.100000,-0.000420000,-0.056584518,0.038302509,-0.310851000,-0.056584518,0.034888271,4.554777146e-05,0.000000000e+00,1,1,0.315639396,-0.000003844,0.000010068,-0.831847085,0.512604159,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.102500,-0.000420000,-0.056584518,0.038494656,-0.310851000,-0.056584518,0.034888271,4.616677423e-05,0.000000000e+00,1,1,0.316514424,-0.000004070,0.000010632,-0.833627263,0.513289066,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.105000,-0.000420000,-0.056584518,0.038689732,-0.310851000,-0.056584518,0.034888271,4.693690749e-05,0.000000000e+00,1,1,0.317400624,-0.000004301,0.000011203,-0.835430029,0.513980528,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.107500,-0.000420000,-0.056584518,0.038887362,-0.310851000,-0.056584518,0.034888271,4.766675560e-05,0.000000000e+00,1,1,0.318297124,-0.000004536,0.000011781,-0.837253577,0.514677762,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.110000,-0.000420000,-0.056584518,0.039087158,-0.310851000,-0.056584518,0.034888271,4.831874482e-05,0.000000000e+00,1,1,0.319202287,-0.000004774,0.000012365,-0.839094558,0.515379400,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.112500,-0.000420000,-0.056584518,0.039288718,-0.310851000,-0.056584518,0.034888271,4.888350188e-05,0.000000000e+00,1,1,0.320114294,-0.000005015,0.000012953,-0.840949267,0.516083947,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.115000,-0.000420000,-0.056584518,0.039491628,-0.310851000,-0.056584518,0.034888271,4.935697759e-05,0.000000000e+00,1,1,0.321031263,-0.000005259,0.000013544,-0.842813865,0.516789874,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.117500,-0.000420000,-0.056584518,0.039695464,-0.310851000,-0.056584518,0.034888271,4.973628811e-05,0.000000000e+00,1,1,0.321951268,-0.000005505,0.000014138,-0.844684428,0.517495636,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.120000,-0.000420000,-0.056584518,0.039899789,-0.310851000,-0.056584518,0.034888271,5.001896349e-05,0.000000000e+00,1,1,0.322872349,-0.000005753,0.000014732,-0.846556964,0.518199677,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.122500,-0.000420000,-0.056584518,0.040104161,-0.310851000,-0.056584518,0.034888271,5.020281592e-05,0.000000000e+00,1,1,0.323792520,-0.000006002,0.000015326,-0.848427429,0.518900440,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.125000,-0.000420000,-0.056584518,0.040308126,-0.310851000,-0.056584518,0.034888271,5.028592009e-05,0.000000000e+00,1,1,0.324709772,-0.000006252,0.000015918,-0.850291734,0.519596370,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.127500,-0.000420000,-0.056584518,0.040511227,-0.310851000,-0.056584518,0.034888271,5.026661357e-05,0.000000000e+00,1,1,0.325622079,-0.000006501,0.000016508,-0.852145758,0.520285915,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.130000,-0.000420000,-0.056584518,0.040712999,-0.310851000,-0.056584518,0.034888271,5.014350021e-05,0.000000000e+00,1,1,0.326527406,-0.000006750,0.000017093,-0.853985358,0.520967536,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.132500,-0.000420000,-0.056584518,0.040912975,-0.310851000,-0.056584518,0.034888271,4.991545355e-05,0.000000000e+00,1,1,0.327423710,-0.000006998,0.000017672,-0.855806380,0.521639706,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.135000,-0.000420000,-0.056584518,0.041110683,-0.310851000,-0.056584518,0.034888271,4.958161992e-05,0.000000000e+00,1,1,0.328308948,-0.000007244,0.000018244,-0.857604671,0.522300915,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.137500,-0.000420000,-0.056584518,0.041305650,-0.310851000,-0.056584518,0.034888271,4.914142086e-05,0.000000000e+00,1,1,0.329181080,-0.000007488,0.000018808,-0.859376088,0.522949677,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.140000,-0.000420000,-0.056584518,0.041497404,-0.310851000,-0.056584518,0.034888271,4.859455485e-05,0.000000000e+00,1,1,0.330038079,-0.000007729,0.000019363,-0.861116508,0.523584528,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
