cycle_idx,motor_id,commanded_position_rad,actual_position_rad,motor_velocity_rads,motor_torque_nm,motor_temperature_c,commanded_timestamp_ns,feedback_timestamp_ns
0,1,0.3,-0.29606732731972046,-0.006408886989959228,-0.9265419476912751,21.0,1772002787450635714,1772002787451836010
0,2,0.0,0.002684548304712415,0.1419110690633829,-0.5767998290963439,22.0,1772002787451875732,1772002787453235427
0,3,0.0,-0.002684548304712415,0.2838221381267769,0.28199102755821936,21.0,1772002787453302167,1772002787454470656
0,4,-0.8,-0.8164861915332712,0.01510666219061818,1.5527817621387463,21.0,1772002787454498287,1772002787455612942
0,6,0.3,0.2868631617035636,0.032502212591936086,2.622150334177684,21.0,1772002787455639313,1772002787456867133
0,7,0.0,0.0015340276026928087,-0.05340739158299357,-0.3570665608691703,22.0,1772002787456902770,1772002787458317913
0,8,0.0,0.0019175345033660108,0.12970366527298438,-0.24170659504989755,21.0,1772002787458354677,1772002787459436240
0,9,-0.8,0.8276078916527926,0.0022888882106997244,-2.816248054445021,21.0,1772002787459458859,1772002787460414122
1,1,0.3,-0.29606732731972046,-0.024719992675557023,-0.9118930631427968,21.0,1772002787460558262,1772002787461568571
1,2,0.0,0.0030680552053856175,0.2716147343363784,-0.6079287087618668,22.0,1772002787461595669,1772002787462741285
1,3,0.0,-0.002684548304712415,-0.20447401348918093,0.260017700735502,21.0,1772002787462767537,1772002787464044044
1,4,-0.8,-0.8164861915332712,0.0027466658528396692,1.6040528580584201,21.0,1772002787464078467,1772002787465302288
1,6,0.3,0.2868631617035636,-0.015564439832758126,2.556230353709532,21.0,1772002787465328285,1772002787466543642
1,7,0.0,0.0019175345033660108,0.12817773979918456,-0.41016876735740393,22.0,1772002787466578120,1772002787467701515
1,8,0.0,0.0019175345033660108,-0.14038514358958865,-0.24353770561845733,21.0,1772002787467729363,1772002787469028826
1,9,-0.8,0.8276078916527926,0.005951109347819283,-2.7759636219367056,21.0,1772002787469065075,1772002787470409587
2,1,0.300283255,-0.29606732731972046,-0.059968871120334444,-0.9631641590624707,21.0,1772002787470581201,1772002787471711005
2,2,-6.3e-08,0.002684548304712415,0.059511093478192834,-0.5859553819391494,22.0,1772002787471738269,1772002787472987554
2,3,1.84e-07,-0.002684548304712415,-0.13122959074678975,0.2948088015381378,21.0,1772002787473010634,1772002787473971045
2,4,-0.8005784169999999,-0.8164861915332712,0.019226660969877685,1.571092867824344,21.0,1772002787473992265,1772002787474937945
